Date Last Researched,Country/Area,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s), Capacity (MW) ,Status,Reactor Type,Model,Start Year,Retirement Year,Planned Retirement,Cancellation Year,Construction Start Date,First Criticality Date,First Grid Connection,Commercial Operation Date,Retirement Date,Owner,Owner Name in Local Language / Script,Operator,Operator Name in Local Language / Script,Reference Net Capacity (MW),Design Net Capacity (MW),Thermal Capacity (MWt),Latitude,Longitude,Location Accuracy,City,"Local Area (taluk, county)","Major Area (prefecture, district)",State/Province,Subregion,Region,GEM location ID,GEM unit ID,Wiki URL
2024-05-29,United States,Palo Verde nuclear power plant,3,,,1414,operating,pressurized water reactor,CE80 2LP (DRYAMB),1988,,,,1976-06-01,1987-10-25,1987-11-28,1988-01-08,,Arizona Public Service Co,,Arizona Public Service,,1312,1304,3990,33.3881,-112.8617,exact,,Maricopa County,,Arizona,Northern America,Americas,L100000500008,G100000500014,https://www.gem.wiki/Palo_Verde_nuclear_power_plant
2024-05-29,United States,Palo Verde nuclear power plant,4,,,1270,cancelled,pressurized water reactor,unknown,,,,1979,,,,,,Arizona Public Service Co,,,,,,,33.3881,-112.8617,exact,,Maricopa County,,Arizona,Northern America,Americas,L100000500008,G100000501405,https://www.gem.wiki/Palo_Verde_nuclear_power_plant
2024-05-29,United States,Palo Verde nuclear power plant,5,,,1270,cancelled,pressurized water reactor,unknown,,,,1979,,,,,,Arizona Public Service Co,,,,,,,33.3881,-112.8617,exact,,Maricopa County,,Arizona,Northern America,Americas,L100000500008,G100000501406,https://www.gem.wiki/Palo_Verde_nuclear_power_plant
2024-05-29,United States,Pathfinder nuclear power plant,--,,,63,retired,boiling water reactor,Prototype,1966,1967,N,,1959-01-01,1964-01-01,1966-07-25,1966-08-01,1967-10-01,Xcel Energy Inc,,Nuclear Management CO,,59,59,220,43.6036,-96.6375,exact,,Minnehaha County,,South Dakota,Northern America,Americas,L100000500275,G100000500638,https://www.gem.wiki/Pathfinder_nuclear_power_plant
2024-05-29,United States,Peach Bottom nuclear power plant,1,,,42,retired,high temperature gas reactor,unknown,1967,1974,N,,1962-02-01,1966-03-03,1967-01-27,1967-06-01,1974-11-01,Exelon Generation CO LLC,,Exelon Generation CO LLC,,40,40,115,39.7589,-76.2687,exact,Peach Bottom Township,York County,,Pennsylvania,Northern America,Americas,L100000500014,G100000500599,https://www.gem.wiki/Peach_Bottom_nuclear_power_plant
2024-05-29,United States,Peach Bottom nuclear power plant,2,,,1412,operating,boiling water reactor,BWR-4 (Mark 1),1974,,,,1968-01-31,1973-09-16,1974-02-18,1974-07-05,,Exelon [50%]; PSEG Power Inc [50%],,Exelon Generation CO LLC,,1300,1065,3951,39.7589,-76.2687,exact,Peach Bottom Township,York County,,Pennsylvania,Northern America,Americas,L100000500014,G100000500028,https://www.gem.wiki/Peach_Bottom_nuclear_power_plant
2024-05-29,United States,Peach Bottom nuclear power plant,3,,,1412,operating,boiling water reactor,BWR-4 (Mark 1),1974,,,,1968-01-31,1974-08-07,1974-09-01,1974-12-23,,PSEG Power Inc; Exelon,,Exelon Generation CO LLC,,1331,1065,3951,39.7589,-76.2687,exact,Peach Bottom Township,York County,,Pennsylvania,Northern America,Americas,L100000500014,G100000500029,https://www.gem.wiki/Peach_Bottom_nuclear_power_plant
2024-05-29,United States,Pebble Springs nuclear power plant,1,,,1260,cancelled,pressurized water reactor,unknown,,,,1982,,,,,,Portland General Electric Co,,,,,,,45.70001,-120.1333,exact,,Gilliam County,,Oregon,Northern America,Americas,L100000500490,G100000501407,https://www.gem.wiki/Pebble_Springs_nuclear_power_plant
2024-05-29,United States,Pebble Springs nuclear power plant,2,,,1260,cancelled,pressurized water reactor,unknown,,,,1982,,,,,,Portland General Electric Co,,,,,,,45.70001,-120.1333,exact,,Gilliam County,,Oregon,Northern America,Americas,L100000500490,G100000501408,https://www.gem.wiki/Pebble_Springs_nuclear_power_plant
2024-05-29,United States,Perkins nuclear power plant,1,,,1280,cancelled,pressurized water reactor,unknown,,,,1982,,,,,,Duke Power CO,,,,,,,35.8406,-80.4511,exact,,Davie County,,North Carolina,Northern America,Americas,L100000500491,G100000501409,https://www.gem.wiki/Perkins_nuclear_power_plant
2024-05-29,United States,Perkins nuclear power plant,2,,,1280,cancelled,pressurized water reactor,unknown,,,,1982,,,,,,Duke Power CO,,,,,,,35.8406,-80.4511,exact,,Davie County,,North Carolina,Northern America,Americas,L100000500491,G100000501410,https://www.gem.wiki/Perkins_nuclear_power_plant
2024-05-29,United States,Perkins nuclear power plant,3,,,1280,cancelled,pressurized water reactor,unknown,,,,1982,,,,,,Duke Power CO,,,,,,,35.8406,-80.4511,exact,,Davie County,,North Carolina,Northern America,Americas,L100000500491,G100000501411,https://www.gem.wiki/Perkins_nuclear_power_plant
2024-05-29,United States,Perry nuclear power plant,1,,,1303,operating,boiling water reactor,BWR-6 (Mark 3),1987,,,,1974-10-01,1986-06-06,1986-12-19,1987-11-18,,Cleveland Electric Illuminating CO,,First Energy Nuclear Operating CO,,1240,1205,3758,41.8006,-81.1439,exact,,Lake County,,Ohio,Northern America,Americas,L100000500041,G100000500073,https://www.gem.wiki/Perry_nuclear_power_plant
2024-05-29,United States,Perry nuclear power plant,2,,,1205,cancelled,boiling water reactor,unknown,,,,1994,,,,,,Cleveland Electric Illuminating CO,,,,,,,41.8006,-81.1439,exact,,Lake County,,Ohio,Northern America,Americas,L100000500041,G100000501412,https://www.gem.wiki/Perry_nuclear_power_plant
2024-05-29,United States,Perryman nuclear power plant,1,,,845,cancelled,pressurized water reactor,unknown,,,,1972,,,,,,Baltimore Gas and Electric CO,,,,,,,39.4413,-76.2194,exact,,Harford County,,Maryland,Northern America,Americas,L100000500492,G100000501413,https://www.gem.wiki/Perryman_nuclear_power_plant
2024-05-29,United States,Perryman nuclear power plant,2,,,845,cancelled,pressurized water reactor,unknown,,,,1972,,,,,,Baltimore Gas and Electric CO,,,,,,,39.4413,-76.2194,exact,,Harford County,,Maryland,Northern America,Americas,L100000500492,G100000501414,https://www.gem.wiki/Perryman_nuclear_power_plant
2024-05-29,United States,Phipps Bend nuclear power plant,1,,,1233,cancelled,boiling water reactor,unknown,,,,1982,,,,,,Tennessee Valley Authority,,,,,,,36.4632,-82.8045,exact,,Hawkins County,,Tennessee,Northern America,Americas,L100000500493,G100000501415,https://www.gem.wiki/Phipps_Bend_nuclear_power_plant
2024-05-29,United States,Phipps Bend nuclear power plant,2,,,1233,cancelled,boiling water reactor,unknown,,,,1982,,,,,,Tennessee Valley Authority,,,,,,,36.4632,-82.8045,exact,,Hawkins County,,Tennessee,Northern America,Americas,L100000500493,G100000501416,https://www.gem.wiki/Phipps_Bend_nuclear_power_plant
2024-05-29,United States,Piketon nuclear power plant,1,,,1600,cancelled - inferred 4 y,pressurized water reactor,EPR,,,,2013,,,,,,Duke Energy Corp,,Duke Energy,,,,,39.0124,-83.0008,exact,,Pike County,,Ohio,Northern America,Americas,L100000500494,G100000501417,https://www.gem.wiki/Piketon_nuclear_power_plant
2024-05-29,United States,Pilgrim nuclear power plant,1,,,711,retired,boiling water reactor,BWR-3 (Mark 1),1972,2019,N,,1968-08-26,1972-06-16,1972-07-19,1972-12-01,2019-05-31,Entergy Nuclear Operations INC,,Entergy Nuclear Operations INC,,677,655,2028,41.9436,-70.5771,exact,,Plymouth County,,Massachusetts,Northern America,Americas,L100000500171,G100000500390,https://www.gem.wiki/Pilgrim_nuclear_power_plant
2024-05-29,United States,Pilgrim nuclear power plant,2,,,1180,cancelled,pressurized water reactor,unknown,,,,1981,,,,,,Boston Edison CO,,,,,,,41.9436,-70.5771,exact,,Plymouth County,,Massachusetts,Northern America,Americas,L100000500171,G100000501418,https://www.gem.wiki/Pilgrim_nuclear_power_plant
2024-05-29,United States,Pilgrim nuclear power plant,3,,,1180,cancelled,pressurized water reactor,unknown,,,,1974,,,,,,,,,,,,,41.9436,-70.5771,exact,,Plymouth County,,Massachusetts,Northern America,Americas,L100000500171,G100000501419,https://www.gem.wiki/Pilgrim_nuclear_power_plant
2024-05-29,United States,Piqua nuclear power plant,--,,,12,retired,unknown,OCM (Organically Cooled and Moderated Reactor),1963,1966,N,,1960-01-01,1961-01-01,1963-07-01,1963-11-01,1966-01-01,US Atomic Energy Commission,,City Of Piqua Government,,12,11,46,40.1319,-84.2348,exact,,Miami County,,Ohio,Northern America,Americas,L100000500262,G100000500614,https://www.gem.wiki/Piqua_nuclear_power_plant
2024-05-29,United States,Point Beach nuclear power plant,1,,,640,operating,pressurized water reactor,WH 2LP (DRYAMB),1970,,,,1967-07-19,1970-11-02,1970-11-06,1970-12-21,,Nextera Energy Resources LLC,,Nextera Energy Resources,,591,497,1800,44.2806,-87.5369,exact,,Manitowoc County,,Wisconsin,Northern America,Americas,L100000500182,G100000500408,https://www.gem.wiki/Point_Beach_nuclear_power_plant
2024-05-29,United States,Point Beach nuclear power plant,2,,,640,operating,pressurized water reactor,WH 2LP (DRYAMB),1972,,,,1968-07-25,1972-05-30,1972-08-02,1972-10-01,,Nextera Energy Resources LLC,,Nextera Energy Resources,,591,497,1800,44.2806,-87.5369,exact,,Manitowoc County,,Wisconsin,Northern America,Americas,L100000500182,G100000500409,https://www.gem.wiki/Point_Beach_nuclear_power_plant
2024-05-29,United States,Prairie Island nuclear power plant,1,,,566,operating,pressurized water reactor,WH 2LP (DRYAMB),1973,,,,1968-06-25,1973-12-01,1973-12-04,1973-12-16,,Xcel Energy Inc,,Northern States Power,,522,530,1677,44.622,-92.6333,exact,,Goodhue County,,Minnesota,Northern America,Americas,L100000500187,G100000500423,https://www.gem.wiki/Prairie_Island_nuclear_power_plant
2024-05-29,United States,Prairie Island nuclear power plant,2,,,560,operating,pressurized water reactor,WH 2LP (DRYAMB),1974,,,,1969-06-25,1974-12-17,1974-12-21,1974-12-21,,Xcel Energy Inc,,Northern States Power,,519,530,1677,44.622,-92.6333,exact,,Goodhue County,,Minnesota,Northern America,Americas,L100000500187,G100000500424,https://www.gem.wiki/Prairie_Island_nuclear_power_plant
2024-05-29,United States,Quad Cities nuclear power plant,1,,,940,operating,boiling water reactor,BWR-3 (Mark 1),1973,,,,1967-02-15,1971-10-18,1972-04-12,1973-02-18,,Exelon [75%]; MidAmerican Energy Co [25%],,Exelon Generation CO LLC,,908,789,2957,41.7261,-90.3103,exact,,Rock Island County,,Illinois,Northern America,Americas,L100000500112,G100000500236,https://www.gem.wiki/Quad_Cities_nuclear_power_plant
2024-05-29,United States,Quad Cities nuclear power plant,2,,,940,operating,boiling water reactor,BWR-3 (Mark 1),1973,,,,1967-02-15,1972-04-26,1972-05-23,1973-03-10,,Exelon [75%]; MidAmerican Energy Co [25%],,Exelon Generation CO LLC,,911,789,2957,41.7261,-90.3103,exact,,Rock Island County,,Illinois,Northern America,Americas,L100000500112,G100000500237,https://www.gem.wiki/Quad_Cities_nuclear_power_plant
2024-05-29,United States,Quanicassee nuclear power plant,1,,,1150,cancelled,pressurized water reactor,unknown,,,,1974,,,,,,Consumers Power CO,,,,,,,43.5948,-83.66801,exact,,Tuscola County,,Michigan,Northern America,Americas,L100000500495,G100000501420,https://www.gem.wiki/Quanicassee_nuclear_power_plant
2024-05-29,United States,Quanicassee nuclear power plant,2,,,1150,cancelled,pressurized water reactor,unknown,,,,1974,,,,,,Consumers Power CO,,,,,,,43.5948,-83.66801,exact,,Tuscola County,,Michigan,Northern America,Americas,L100000500495,G100000501421,https://www.gem.wiki/Quanicassee_nuclear_power_plant
2024-05-29,United States,Rancho Seco nuclear power plant,1,,,917,retired,pressurized water reactor,unknown,1975,1989,N,,1969-04-01,1974-09-16,1974-10-13,1975-04-17,1989-06-07,Sacramento Municipal Utility District,,Sacramento Municipal Utility District,,873,918,2772,38.3445,-121.1206,exact,,Sacramento County,,California,Northern America,Americas,L100000500141,G100000500321,https://www.gem.wiki/Rancho_Seco_nuclear_power_plant
2024-05-29,United States,Ravenswood nuclear power plant,1,,,500,cancelled,pressurized water reactor,unknown,,,,1964,,,,,,,,,,,,,40.7595,-73.9457,exact,New York,,,New York,Northern America,Americas,L100000500496,G100000501422,https://www.gem.wiki/Ravenswood_nuclear_power_plant
2024-05-29,United States,Ravenswood nuclear power plant,2,,,500,cancelled,pressurized water reactor,unknown,,,,1964,,,,,,,,,,,,,40.7595,-73.9457,exact,New York,,,New York,Northern America,Americas,L100000500496,G100000501423,https://www.gem.wiki/Ravenswood_nuclear_power_plant
2024-05-29,United States,Richland SMR nuclear power plant,1,,,80,announced,high temperature gas reactor,Xe-100,2030,,,,,,,2030,,,,,,,,200,46.4569,-119.3287,approximate,,Benton County,,Washington,Northern America,Americas,L100000500497,G100000501424,https://www.gem.wiki/Richland_SMR_nuclear_power_plant
2024-05-29,United States,Richland SMR nuclear power plant,10,,,80,announced,high temperature gas reactor,Xe-100,,,,,,,,,,,,,,,,200,46.4569,-119.3287,approximate,,Benton County,,Washington,Northern America,Americas,L100000500497,G100001017841,https://www.gem.wiki/Richland_SMR_nuclear_power_plant
2024-05-29,United States,Richland SMR nuclear power plant,11,,,80,announced,high temperature gas reactor,Xe-100,,,,,,,,,,,,,,,,200,46.4569,-119.3287,approximate,,Benton County,,Washington,Northern America,Americas,L100000500497,G100001017842,https://www.gem.wiki/Richland_SMR_nuclear_power_plant
2024-05-29,United States,Richland SMR nuclear power plant,12,,,80,announced,high temperature gas reactor,Xe-100,,,,,,,,,,,,,,,,200,46.4569,-119.3287,approximate,,Benton County,,Washington,Northern America,Americas,L100000500497,G100001017843,https://www.gem.wiki/Richland_SMR_nuclear_power_plant
2024-05-29,United States,Richland SMR nuclear power plant,2,,,80,announced,high temperature gas reactor,Xe-100,,,,,,,,,,,,,,,,200,46.4569,-119.3287,approximate,,Benton County,,Washington,Northern America,Americas,L100000500497,G100001017834,https://www.gem.wiki/Richland_SMR_nuclear_power_plant
2024-05-29,United States,Richland SMR nuclear power plant,3,,,80,announced,high temperature gas reactor,Xe-100,,,,,,,,,,,,,,,,200,46.4569,-119.3287,approximate,,Benton County,,Washington,Northern America,Americas,L100000500497,G100001017835,https://www.gem.wiki/Richland_SMR_nuclear_power_plant
2024-05-29,United States,Richland SMR nuclear power plant,4,,,80,announced,high temperature gas reactor,Xe-100,,,,,,,,,,,,,,,,200,46.4569,-119.3287,approximate,,Benton County,,Washington,Northern America,Americas,L100000500497,G100001017836,https://www.gem.wiki/Richland_SMR_nuclear_power_plant
2024-05-29,United States,Richland SMR nuclear power plant,5,,,80,announced,high temperature gas reactor,Xe-100,,,,,,,,,,,,,,,,200,46.4569,-119.3287,approximate,,Benton County,,Washington,Northern America,Americas,L100000500497,G100001017837,https://www.gem.wiki/Richland_SMR_nuclear_power_plant
2024-05-29,United States,Richland SMR nuclear power plant,6,,,80,announced,high temperature gas reactor,Xe-100,,,,,,,,,,,,,,,,200,46.4569,-119.3287,approximate,,Benton County,,Washington,Northern America,Americas,L100000500497,G100001017838,https://www.gem.wiki/Richland_SMR_nuclear_power_plant
2024-05-29,United States,Richland SMR nuclear power plant,7,,,80,announced,high temperature gas reactor,Xe-100,,,,,,,,,,,,,,,,200,46.4569,-119.3287,approximate,,Benton County,,Washington,Northern America,Americas,L100000500497,G100001017839,https://www.gem.wiki/Richland_SMR_nuclear_power_plant
2024-05-29,United States,Richland SMR nuclear power plant,9,,,80,announced,high temperature gas reactor,Xe-100,,,,,,,,,,,,,,,,200,46.4569,-119.3287,approximate,,Benton County,,Washington,Northern America,Americas,L100000500497,G100001017840,https://www.gem.wiki/Richland_SMR_nuclear_power_plant
2024-05-29,United States,River Bend nuclear power plant,1,,,1016,operating,boiling water reactor,BWR-6 (Mark 3),1986,,,,1977-03-25,1985-10-31,1985-12-03,1986-06-16,,Entergy Gulf States INC,,Entergy Nuclear Operations INC,,967,966,3091,30.757,-91.3327,exact,,West Feliciana Parish,,Louisiana,Northern America,Americas,L100000500098,G100000500193,https://www.gem.wiki/River_Bend_nuclear_power_plant
2024-05-29,United States,River Bend nuclear power plant,2,,,934,cancelled,boiling water reactor,unknown,,,,1984,,,,,,Gulf States Utilities CO,,,,,,,30.757,-91.3327,exact,,West Feliciana Parish,,Louisiana,Northern America,Americas,L100000500098,G100000501436,https://www.gem.wiki/River_Bend_nuclear_power_plant
2024-05-29,United States,River Bend nuclear power plant,3,,,1520,cancelled,boiling water reactor,unknown,,,,2015,,,,,,Gulf States Utilities CO,,,,,,,30.757,-91.3327,exact,,West Feliciana Parish,,Louisiana,Northern America,Americas,L100000500098,G100000501437,https://www.gem.wiki/River_Bend_nuclear_power_plant
2024-05-28,United States,Robert Emmett Ginna nuclear power plant,--,,Ginna,608,operating,pressurized water reactor,WH 2LP (DRYAMB),1970,,,,1966-04-25,1969-11-08,1969-12-02,1970-07-01,,Exelon,,Exelon Generation CO LLC,,560,470,1775,43.2777,-77.3099,exact,,Wayne County,,New York,Northern America,Americas,L100000500183,G100000500410,https://www.gem.wiki/Robert_Emmett_Ginna_nuclear_power_plant
2024-05-29,United States,Salem nuclear power plant,1,,,1254,operating,pressurized water reactor,WH 4LP (DRYAMB),1977,2036,Y,,1968-09-25,1976-12-11,1976-12-25,1977-06-30,2036,PSEG Power Inc,,PSEG Nuclear LLC,,1169,1090,3459,39.4625,-75.5358,exact,Lower Alloways Creek Township,Salem County,,New Jersey,Northern America,Americas,L100000500060,G100000500099,https://www.gem.wiki/Salem_nuclear_power_plant
2024-05-29,United States,Salem nuclear power plant,2,,,1200,operating,pressurized water reactor,WH 4LP (DRYAMB),1981,2040,Y,,1968-09-25,1980-08-08,1981-06-03,1981-10-13,2040,PSEG Power Inc,,PSEG Nuclear LLC,,1158,1115,3459,39.4625,-75.5358,exact,Lower Alloways Creek Township,Salem County,,New Jersey,Northern America,Americas,L100000500060,G100000500101,https://www.gem.wiki/Salem_nuclear_power_plant
2024-05-29,United States,Salem nuclear power plant,3,,,1200,cancelled - inferred 4 y,unknown,unknown,,,,2020,,,,,,PSEG Power Inc,,,,,,,39.4625,-75.5358,exact,Lower Alloways Creek Township,Salem County,,New Jersey,Northern America,Americas,L100000500060,G100000501438,https://www.gem.wiki/Salem_nuclear_power_plant
2024-05-29,United States,San Onofre nuclear power plant,1,,,456,retired,pressurized water reactor,unknown,1968,1992,N,,1964-05-01,1967-06-14,1967-07-16,1968-01-01,1992-11-30,Southern California Edison Co,,Southern California Edison,,436,436,1347,33.3689,-117.5548,exact,,San Diego County,,California,Northern America,Americas,L100000500064,G100000500497,https://www.gem.wiki/San_Onofre_nuclear_power_plant
