Date last researched,Country/Area,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s),Capacity (MW),Fuel,Status,Conversion/Replacement?,Unit conversion year,Start Year,Retired Year,Hydrogen Capable,Operator(s),Operator Name(s) in Local Language / Script,Owner(s),Owner Name(s) in Local Language / Script,Latitude,Longitude,Location Accuracy,City,"Local Area (taluk, county)","Major Area (prefecture, district)",State/Province,Subregion,Region,GEM location ID,GEM phase ID,Other IDs (location),Other IDs (unit/phase),Wiki URL,,
25.6.2024,China,Guangdong Jieyang power station,1,广东揭阳垃圾焚烧发电项目,"揭阳市区垃圾处理与资源利用厂, 揭阳市绿源垃圾综合处理与资源利用厂",25,bioenergy: refuse (municipal and industrial wastes),operating,,,2019,,,Ousheng Green Fuel (Jieyang) CO LTD,欧晟绿色燃料（揭阳）有限公司,,,23.657291,116.486069,exact,,Jiedong District,Jieyang,Guangdong,Eastern Asia,Asia,L100000201885,G100001018816,,,https://www.gem.wiki/Guangdong_Jieyang_power_station,,
23.7.2024,China,Guangdong Lechang City power station,1,乐昌市循环经济环保园垃圾焚烧发电项目,,12,bioenergy: refuse (municipal and industrial wastes),operating,,,2021,,,Everbright Environmental Protection Energy (Lechang) CO LTD,光大环保能源（乐昌）有限公司,,,25.074523,113.354145,exact,Lecheng Residential District,Lechang City,Shaoguan,Guangdong,Eastern Asia,Asia,L100001019015,G100001021383,,,https://www.gem.wiki/Guangdong_Lechang_City_power_station,,
23.7.2024,China,Guangdong Longmen power station,1,广东省惠州市龙门县垃圾焚烧发电项目,,15,bioenergy: refuse (municipal and industrial wastes),operating,,,2020,,,Everbright Environmental Protection Energy (Longmen) CO LTD,光大环保能源（龙门）有限公司,,,23.671941,114.229793,exact,Longhua,Longmen,Huizhou,Guangdong,Eastern Asia,Asia,L100001019014,G100001021382,,,https://www.gem.wiki/Guangdong_Longmen_power_station,,
11.7.2024,China,Guangdong Lufeng power station,1.Jan,陆丰市（东南）生活垃圾焚烧发电厂,,15,bioenergy: refuse (municipal and industrial wastes),operating,,,2018,,,Lufeng Yuefeng Environmental Protection Power CO LTD,陆丰粤丰环保电力有限公司,,,22.887866,115.930329,exact,Nantang,Lufeng City,Shanwei,Guangdong,Eastern Asia,Asia,L100001018707,G100001020935,,,https://www.gem.wiki/Guangdong_Lufeng_power_station,,
11.7.2024,China,Guangdong Lufeng power station,2.Jan,陆丰市（东南）生活垃圾焚烧发电厂,,15,bioenergy: refuse (municipal and industrial wastes),operating,,,2018,,,Lufeng Yuefeng Environmental Protection Power CO LTD,陆丰粤丰环保电力有限公司,,,22.887866,115.930329,exact,Nantang,Lufeng City,Shanwei,Guangdong,Eastern Asia,Asia,L100001018707,G100001020936,,,https://www.gem.wiki/Guangdong_Lufeng_power_station,,
30.7.2024,China,Guangdong Machong power station,1.Jan,麻涌环保热电厂,,18,bioenergy: refuse (municipal and industrial wastes),operating,,,2017,,,Guangdong Dongshi Environment,广东东实环境股份有限公司,,,23.009855,113.590869,exact,Machong,N/A,Dongguan,Guangdong,Eastern Asia,Asia,L100001019296,G100001021781,,,https://www.gem.wiki/Guangdong_Machong_power_station,,
30.7.2024,China,Guangdong Machong power station,2.Jan,麻涌环保热电厂,,18,bioenergy: refuse (municipal and industrial wastes),operating,,,2017,,,Guangdong Dongshi Environment,广东东实环境股份有限公司,,,23.009855,113.590869,exact,Machong,N/A,Dongguan,Guangdong,Eastern Asia,Asia,L100001019296,G100001021782,,,https://www.gem.wiki/Guangdong_Machong_power_station,,
9.7.2024,China,Guangdong Maoming (Yongcheng) power station,1.Jan,茂名市生活垃圾焚烧发电项目,,12,bioenergy: refuse (municipal and industrial wastes),operating,,,2013,,,Maoming Yongcheng Environmental Resources Development CO LTD,茂名永诚环保资源开发有限公司,,,21.706253,110.824072,exact,Gongguan,Maonan District,Maoming,Guangdong,Eastern Asia,Asia,L100001018528,G100001020704,,,https://www.gem.wiki/Guangdong_Maoming_(Yongcheng)_power_station,,
9.7.2024,China,Guangdong Maoming (Yongcheng) power station,2.Jan,茂名市生活垃圾焚烧发电项目,,12,bioenergy: refuse (municipal and industrial wastes),operating,,,2013,,,Maoming Yongcheng Environmental Resources Development CO LTD,茂名永诚环保资源开发有限公司,,,21.706253,110.824072,exact,Gongguan,Maonan District,Maoming,Guangdong,Eastern Asia,Asia,L100001018528,G100001020705,,,https://www.gem.wiki/Guangdong_Maoming_(Yongcheng)_power_station,,
8.7.2024,China,Guangdong Meizhou (Sanfeng) power station,1,梅州市环保能源（生活垃圾焚烧）发电项目,,18,bioenergy: refuse (municipal and industrial wastes),operating,,,2019,,,Meizhou Sanfeng Environmental Protection Energy CO LTD,梅州市三峰环保能源有限公司,,,24.29989,116.179018,exact,Xiyang,Meijiang District,Meizhou,Guangdong,Eastern Asia,Asia,L100001018496,G100001020658,,,https://www.gem.wiki/Guangdong_Meizhou_(Sanfeng)_power_station,,
8.7.2024,China,Guangdong Meizhou (Sanfeng) power station,2,梅州市环保能源（生活垃圾焚烧）发电项目,,18,bioenergy: refuse (municipal and industrial wastes),pre-construction,,,,,,Meizhou Sanfeng Environmental Protection Energy CO LTD,梅州市三峰环保能源有限公司,,,24.29989,116.179018,exact,Xiyang,Meijiang District,Meizhou,Guangdong,Eastern Asia,Asia,L100001018496,G100001020659,,,https://www.gem.wiki/Guangdong_Meizhou_(Sanfeng)_power_station,,
31.7.2024,China,Guangdong Qingyuan (Zhongtian) power station,1.Jan,"清远市清城区生活垃圾焚烧发电厂, 清远市绿能环保发电项目",,25,bioenergy: refuse (municipal and industrial wastes),operating,,,2021,,,Qingyuan Zhongtian New Energy CO LTD,清远市中田新能源有限公司,Canvest Environmental Protection Group Co Ltd,粤丰环保电力有限公司,23.840227,113.331645,exact,Feilaixia,Qingcheng District,Qingyuan,Guangdong,Eastern Asia,Asia,L100001019319,G100001021811,,,https://www.gem.wiki/Guangdong_Qingyuan_(Zhongtian)_power_station,,
31.7.2024,China,Guangdong Qingyuan (Zhongtian) power station,2.Jan,"清远市清城区生活垃圾焚烧发电厂, 清远市绿能环保发电项目",,25,bioenergy: refuse (municipal and industrial wastes),operating,,,2021,,,Qingyuan Zhongtian New Energy CO LTD,清远市中田新能源有限公司,Canvest Environmental Protection Group Co Ltd,粤丰环保电力有限公司,23.840227,113.331645,exact,Feilaixia,Qingcheng District,Qingyuan,Guangdong,Eastern Asia,Asia,L100001019319,G100001021814,,,https://www.gem.wiki/Guangdong_Qingyuan_(Zhongtian)_power_station,,
9.7.2024,China,Guangdong Shantou Chaonan power station,1.Jan,汕头市潮南区生活垃圾焚烧发电厂,,10,"bioenergy: refuse (municipal and industrial wastes), bioenergy: wastewater and sewage sludge (solids or biogas)",operating,,,2018,,,CECEP (Shantou Chaonan) Environmental Energy CO LTD,中节能（汕头潮南）环保能源有限公司,China National Environmental Protection Group,中国环境保护集团有限公司,23.174085,116.398478,exact,Liangying,Chaonan District,Shantou,Guangdong,Eastern Asia,Asia,L100001018531,G100001020708,,,https://www.gem.wiki/Guangdong_Shantou_Chaonan_power_station,,
9.7.2024,China,Guangdong Shantou Chaonan power station,2.Jan,汕头市潮南区生活垃圾焚烧发电厂,,10,"bioenergy: refuse (municipal and industrial wastes), bioenergy: wastewater and sewage sludge (solids or biogas)",operating,,,2018,,,CECEP (Shantou Chaonan) Environmental Energy CO LTD,中节能（汕头潮南）环保能源有限公司,China National Environmental Protection Group,中国环境保护集团有限公司,23.174085,116.398478,exact,Liangying,Chaonan District,Shantou,Guangdong,Eastern Asia,Asia,L100001018531,G100001020709,,,https://www.gem.wiki/Guangdong_Shantou_Chaonan_power_station,,
9.7.2024,China,Guangdong Shantou Chaonan power station,2,汕头市潮南区生活垃圾焚烧发电厂,,20,bioenergy: refuse (municipal and industrial wastes),operating,,,2021,,,CECEP (Shantou Chaonan) Environmental Energy CO LTD,中节能（汕头潮南）环保能源有限公司,China National Environmental Protection Group,中国环境保护集团有限公司,23.174085,116.398478,exact,Liangying,Chaonan District,Shantou,Guangdong,Eastern Asia,Asia,L100001018531,G100001020710,,,https://www.gem.wiki/Guangdong_Shantou_Chaonan_power_station,,
26.7.2024,China,Guangdong Shantou Chenghai District power station,1,汕头市澄海洁源垃圾发电厂,,7.5,bioenergy: refuse (municipal and industrial wastes),operating,,,2015,,,Shantou Chenghai Jieyuan Waste to Energy Plant CO LTD,汕头市澄海洁源垃圾发电厂有限公司,,,23.543326,116.788635,exact,Xinan,Chenghai District,Shantou,Guangdong,Eastern Asia,Asia,L100001019166,G100001021605,,,https://www.gem.wiki/Guangdong_Shantou_Chenghai_District_power_station,,
26.7.2024,China,Guangdong Shantou Chenghai District power station,2,汕头市澄海洁源垃圾发电厂,,9,bioenergy: refuse (municipal and industrial wastes),operating,,,2018,,,Shantou Chenghai Jieyuan Waste to Energy Plant CO LTD,汕头市澄海洁源垃圾发电厂有限公司,,,23.543326,116.788635,exact,Xinan,Chenghai District,Shantou,Guangdong,Eastern Asia,Asia,L100001019166,G100001021606,,,https://www.gem.wiki/Guangdong_Shantou_Chenghai_District_power_station,,
26.7.2024,China,Guangdong Shantou Chenghai District power station,3,汕头市澄海洁源垃圾发电厂,,25,bioenergy: refuse (municipal and industrial wastes),operating,,,2021,,,Shantou Chenghai Jieyuan Waste to Energy Plant CO LTD,汕头市澄海洁源垃圾发电厂有限公司,,,23.543326,116.788635,exact,Xinan,Chenghai District,Shantou,Guangdong,Eastern Asia,Asia,L100001019166,G100001021607,,,https://www.gem.wiki/Guangdong_Shantou_Chenghai_District_power_station,,
16.7.2024,China,Guangdong Shantou power station,1.Jan,广东汕头市雷打石环保电厂,,15,bioenergy: refuse (municipal and industrial wastes),operating,,,2018,,,Shantou Hengjian Kechuang Biomass Power Generation,汕头市恒建科创生物质发电有限公司,Hengjian Energy Environmental Protection Group Co Ltd [100%],恒建能源环保集团股份有限公司,23.4466,116.5963,exact,,Jinping District,Shantou,Guangdong,Eastern Asia,Asia,L100000201439,G100001021118,,,https://www.gem.wiki/Guangdong_Shantou_power_station,,
16.7.2024,China,Guangdong Shantou power station,2.Jan,广东汕头市雷打石环保电厂,,15,bioenergy: refuse (municipal and industrial wastes),operating,,,2018,,,Shantou Hengjian Kechuang Biomass Power Generation,汕头市恒建科创生物质发电有限公司,Hengjian Energy Environmental Protection Group Co Ltd [100%],恒建能源环保集团股份有限公司,23.4466,116.5963,exact,,Jinping District,Shantou,Guangdong,Eastern Asia,Asia,L100000201439,G100001021123,,,https://www.gem.wiki/Guangdong_Shantou_power_station,,
23.7.2024,China,Guangdong Shenzhen Pinghu power station,1.Feb,深圳平湖垃圾焚烧发电厂,,25,bioenergy: refuse (municipal and industrial wastes),operating,,,2023,,,Shenzhen Tianying Environmental Protection Energy CO LTD,深圳市天楹环保能源有限公司,,,22.68397,114.096943,exact,Pinghu Residential District,Longgang District,Shenzhen,Guangdong,Eastern Asia,Asia,L100000201841,G100001021407,,,https://www.gem.wiki/Guangdong_Shenzhen_Pinghu_power_station,,
23.7.2024,China,Guangdong Shenzhen Pinghu power station,2.Feb,深圳平湖垃圾焚烧发电厂,,25,bioenergy: refuse (municipal and industrial wastes),operating,,,2023,,,Shenzhen Tianying Environmental Protection Energy CO LTD,深圳市天楹环保能源有限公司,,,22.68397,114.096943,exact,Pinghu Residential District,Longgang District,Shenzhen,Guangdong,Eastern Asia,Asia,L100000201841,G100001021408,,,https://www.gem.wiki/Guangdong_Shenzhen_Pinghu_power_station,,
24.7.2024,China,Guangdong Shenzhen Yantian District power station,1,深能环保盐田垃圾发电厂项目,,6,bioenergy: refuse (municipal and industrial wastes),operating,,,2003,,,Shenzhen Energy and Environmental Protection,深圳能源环保股份有限公司,,,22.609306,114.242915,exact,,Yantian District,Shenzhen,Guangdong,Eastern Asia,Asia,L100001019065,G100001021472,,,https://www.gem.wiki/Guangdong_Shenzhen_Yantian_District_power_station,,
31.7.2024,China,Guangdong Wuchuan City power station,1,"湛江市吴川生态环境园, 吴川市环保热力发电厂",,25,bioenergy: refuse (municipal and industrial wastes),operating,,,2021,,,Zhanjiang Langkun Environmental Protection Energy CO LTD,湛江市朗坤环保能源有限公司,Shenzhen Langkun Environmental Group Co Ltd,深圳市朗坤环境集团股份有限公司,21.416091,110.812687,exact,Dashanjiang Residential District,Wuchuan City,Zhanjiang,Guangdong,Eastern Asia,Asia,L100001019371,G100001021877,,,https://www.gem.wiki/Guangdong_Wuchuan_City_power_station,,
5.8.2024,China,Guangdong Wuhua power station,1,五华县循环经济产业园生活垃圾焚烧发电工程,,18,bioenergy: refuse (municipal and industrial wastes),operating,,,2020,,,Everbright Environmental Protection Energy (Wuhua) CO LTD,光大环保能源（五华）有限公司,,,23.743232,115.665725,exact,Anliu,Wuhua,Meizhou,Guangdong,Eastern Asia,Asia,L100001019504,G100001022049,,,https://www.gem.wiki/Guangdong_Wuhua_power_station,,
5.8.2024,China,Guangdong Xuwen power station,1,徐闻生活垃圾焚烧发电项目,,18,bioenergy: refuse (municipal and industrial wastes),operating,,,2020,,,Xuwen Yuefeng Environmental Protection Power CO LTD,徐闻粤丰环保电力有限公司,,,20.282516,110.129687,exact,Nanshan,Xuwen,Zhanjiang,Guangdong,Eastern Asia,Asia,L100001019501,G100001022045,,,https://www.gem.wiki/Guangdong_Xuwen_power_station,,
16.11.2022,China,Guangdong Zengcheng power station,1.Jan,广东增城垃圾焚烧发电厂,,25,bioenergy: refuse (municipal and industrial wastes),operating,,,2018,,,Guangzhou Environmental Investment Zengcheng Environmental Protection Energy,广州环投增城环保能源有限公司,Guangzhou Huantou Yongxing Group Co Ltd [100%],广州环投永兴集团股份有限公司,23.2108,113.7167,exact,Xiancun,Zengcheng District,Guangzhou,Guangdong,Eastern Asia,Asia,L100000200173,G100000200195,,,https://www.gem.wiki/Guangdong_Zengcheng_power_station,,
16.7.2024,China,Guangdong Zengcheng power station,2.Jan,广东增城垃圾焚烧发电厂,,25,bioenergy: refuse (municipal and industrial wastes),operating,,,2018,,,Guangzhou Environmental Investment Zengcheng Environmental Protection Energy,广州环投增城环保能源有限公司,Guangzhou Huantou Yongxing Group Co Ltd [100%],广州环投永兴集团股份有限公司,23.2108,113.7167,exact,Xiancun,Zengcheng District,Guangzhou,Guangdong,Eastern Asia,Asia,L100000200173,G100001021132,,,https://www.gem.wiki/Guangdong_Zengcheng_power_station,,
25.6.2024,China,Guangdong Zhuhai power station,1.Jan,广东珠海垃圾焚烧发电项目,珠海市环保生物质热电工程,15,bioenergy: refuse (municipal and industrial wastes),operating,,,2016,,,Zhuhai Xinhuan Environmental Protection,珠海信环环保有限公司,,,22.204027,113.119269,exact,Doumen,Doumen District,Zhuhai,Guangdong,Eastern Asia,Asia,L100000201422,G100001018817,,,https://www.gem.wiki/Guangdong_Zhuhai_power_station,,
25.6.2024,China,Guangdong Zhuhai power station,2.Jan,广东珠海垃圾焚烧发电项目,珠海市环保生物质热电工程,15,bioenergy: refuse (municipal and industrial wastes),operating,,,2016,,,Zhuhai Xinhuan Environmental Protection,珠海信环环保有限公司,,,22.204027,113.119269,exact,Doumen,Doumen District,Zhuhai,Guangdong,Eastern Asia,Asia,L100000201422,G100001018818,,,https://www.gem.wiki/Guangdong_Zhuhai_power_station,,
8.8.2024,China,Guangxi Beiliu City power station,1.Jan,北流市生活垃圾焚烧处理项目,,12,bioenergy: refuse (municipal and industrial wastes),operating,,,2018,,,Beiliu Yuefeng Environmental Protection Power CO LTD,北流粤丰环保电力有限公司,,,22.765745,110.433724,exact,Min'an,Beiliu City,Yulin,Guangxi,Eastern Asia,Asia,L100001019623,G100001022230,,,https://www.gem.wiki/Guangxi_Beiliu_City_power_station,,
8.8.2024,China,Guangxi Beiliu City power station,2.Jan,北流市生活垃圾焚烧处理项目,,12,bioenergy: refuse (municipal and industrial wastes),operating,,,2018,,,Beiliu Yuefeng Environmental Protection Power CO LTD,北流粤丰环保电力有限公司,,,22.765745,110.433724,exact,Min'an,Beiliu City,Yulin,Guangxi,Eastern Asia,Asia,L100001019623,G100001022231,,,https://www.gem.wiki/Guangxi_Beiliu_City_power_station,,
11.7.2024,China,Guangxi Chongzuo (China Electric) power station,1,崇左市生活垃圾焚烧发电项目,,12,bioenergy: refuse (municipal and industrial wastes),operating,,,2023,,,Chongzuo China Electric Environmental Protection CO LTD,崇左中电环保有限公司,,,22.291575,107.1675,exact,Tingliang,Ningming,Chongzuo,Guangxi,Eastern Asia,Asia,L100001018700,G100001020925,,,https://www.gem.wiki/Guangxi_Chongzuo_(China_Electric)_power_station,,
6.8.2024,China,Guangxi Du'an power station,1,都安县生活垃圾焚烧发电项目,,9,bioenergy: refuse (municipal and industrial wastes),operating,,,2022,,,Du'an Haichuang Environmental Technology CO LTD,都安海创环境科技有限责任公司,,,23.828542,108.175134,exact,Chengjiang,Du'an,Hechi,Guangxi,Eastern Asia,Asia,L100001019553,G100001022117,,,https://www.gem.wiki/Guangxi_Du'an_power_station,,
1.7.2024,China,Guangxi Fangchenggang power station,1,防城港市生活垃圾焚烧发电项目,,9,bioenergy: refuse (municipal and industrial wastes),operating,,,2017,,,Fangchenggang Zhongke Green Energy CO LTD,防城港中科绿色能源有限公司,,,21.722992,108.457911,exact,Wangfu Residential District,Gangkou District,Fangchenggang,Guangxi,Eastern Asia,Asia,L100001018172,G100001020231,,,https://www.gem.wiki/Guangxi_Fangchenggang_power_station,,
1.7.2024,China,Guangxi Fangchenggang power station,2,防城港市生活垃圾焚烧发电项目,,12,bioenergy: refuse (municipal and industrial wastes),operating,,,2022,,,Fangchenggang Zhongke Green Energy CO LTD,防城港中科绿色能源有限公司,,,21.722992,108.457911,exact,Wangfu Residential District,Gangkou District,Fangchenggang,Guangxi,Eastern Asia,Asia,L100001018172,G100001020232,,,https://www.gem.wiki/Guangxi_Fangchenggang_power_station,,
26.7.2024,China,Guangxi Guiping City power station,1,桂平市环保生态产业园生活垃圾焚烧发电项目,,15,bioenergy: refuse (municipal and industrial wastes),operating,,,2023,,,Guiping Jinshan Environmental Protection Engineering CO LTD,桂平市金山环保工程有限公司,,,23.26838,109.962007,exact,Mengxu,Guiping City,Guigang,Guangxi,Eastern Asia,Asia,L100001019163,G100001021602,,,https://www.gem.wiki/Guangxi_Guiping_City_power_station,,
17.7.2024,China,Guangxi Hengzhou City power station,1,六景循环经济产业园生活垃圾焚烧发电厂项目,,25,bioenergy: refuse (municipal and industrial wastes),operating,,,2024,,,Hengzhou Jiankang Environmental Protection Technology CO LTD,横州建康环保科技有限责任公司,,,22.81256,108.956196,approximate,Liujing,Hengzhou City,Nanning,Guangxi,Eastern Asia,Asia,L100001018862,G100001021159,,,https://www.gem.wiki/Guangxi_Hengzhou_City_power_station,,
18.7.2024,China,Guangxi Jingxi power station,1,靖西市生活垃圾焚烧发电厂,,15,bioenergy: refuse (municipal and industrial wastes),operating,,,2024,,,Baise Green Dynamic Environmental Protection CO LTD,百色绿动环保有限公司,,,23.055383,106.394049,exact,Xinjing,Jingxi City,Baise,Guangxi,Eastern Asia,Asia,L100001018913,G100001021233,,,https://www.gem.wiki/Guangxi_Jingxi_power_station,,
15.7.2024,China,Guangxi Luzhai (Hailuo) power station,1,柳州市鹿寨县生活垃圾焚烧发电项目,,9,bioenergy: refuse (municipal and industrial wastes),operating,,,2022,,,Liuzhou Conch Venture Environmental Technology CO LTD,柳州海螺创业环境科技有限责任公司,,,24.449554,109.69731,exact,,Luzhai,Liuzhou,Guangxi,Eastern Asia,Asia,L100001018804,G100001021079,,,https://www.gem.wiki/Guangxi_Luzhai_(Hailuo)_power_station,,
6.8.2024,China,Guangxi Qinzhou (Herrel) power station,2,钦州市城市生活垃圾焚烧发电厂,,6,bioenergy: refuse (municipal and industrial wastes),operating,,,2021,,,Qinzhou Herrel Environmental Protection Power Generation CO LTD,钦州海诺尔环保发电有限责任公司,,,21.878197,108.65315,exact,Shabu,Qinnan District,Qinzhou,Guangxi,Eastern Asia,Asia,L100001019551,G100001022115,,,https://www.gem.wiki/Guangxi_Qinzhou_(Herrel)_power_station,,
6.8.2024,China,Guangxi Qinzhou (Herrel) power station,1,钦州市城市生活垃圾焚烧发电厂,,12,bioenergy: refuse (municipal and industrial wastes),operating,,,2016,,,Qinzhou Herrel Environmental Protection Power Generation CO LTD,钦州海诺尔环保发电有限责任公司,,,21.878197,108.65315,exact,Shabu,Qinnan District,Qinzhou,Guangxi,Eastern Asia,Asia,L100001019551,G100001022114,,,https://www.gem.wiki/Guangxi_Qinzhou_(Herrel)_power_station,,
30.7.2024,China,Guangxi Yulin (Everbright) power station,1.Jan,玉林市垃圾无害化处理厂,,15,bioenergy: refuse (municipal and industrial wastes),operating,,,2019,,,Everbright Environmental Protection Energy (Yulin) CO LTD,光大环保能源（玉林）有限公司,China Everbright International Co Ltd,中国光大国际有限公司,22.667614,110.017874,exact,Renhou,Yuzhou District,Yulin,Guangxi,Eastern Asia,Asia,L100001019300,G100001021786,,,https://www.gem.wiki/Guangxi_Yulin_(Everbright)_power_station,,
30.7.2024,China,Guangxi Yulin (Everbright) power station,2.Jan,玉林市垃圾无害化处理厂,,15,bioenergy: refuse (municipal and industrial wastes),operating,,,2019,,,Everbright Environmental Protection Energy (Yulin) CO LTD,光大环保能源（玉林）有限公司,China Everbright International Co Ltd,中国光大国际有限公司,22.667614,110.017874,exact,Renhou,Yuzhou District,Yulin,Guangxi,Eastern Asia,Asia,L100001019300,G100001021787,,,https://www.gem.wiki/Guangxi_Yulin_(Everbright)_power_station,,
3.7.2024,China,Guizhou Bijie (CECEP) power station,1,毕节市中心城区生活垃圾焚烧发电项目,,20,bioenergy: refuse (municipal and industrial wastes),operating,,,2020,,,CECEP (Bijie) Environmental Protection Energy CO LTD,中节能（毕节）环保能源有限公司,,,27.340443,105.464144,exact,,Qixingguan District,Bijie,Guizhou,Eastern Asia,Asia,L100001018389,G100001020516,,,https://www.gem.wiki/Guizhou_Bijie_(CECEP)_power_station,,
15.7.2024,China,Guizhou Guiyang Huaxi power station,1.Jan,"花溪燕楼生活垃圾焚烧厂, 贵阳市花溪城市生活垃圾综合处理工程",,12,bioenergy: refuse (municipal and industrial wastes),operating,,,2018,,,Guiyang China Power Environmental Protection Power Generation CO LTD,贵阳中电环保发电有限公司,,,26.326844,106.638052,exact,Yanlou,Huaxi District,Guiyang,Guizhou,Eastern Asia,Asia,L100001018793,G100001021063,,,https://www.gem.wiki/Guizhou_Guiyang_Huaxi_power_station,,
9.8.2024,China,Guizhou Guiyang Huaxi power station,2.Jan,"花溪燕楼生活垃圾焚烧厂, 贵阳市花溪城市生活垃圾综合处理工程",,12,bioenergy: refuse (municipal and industrial wastes),operating,,,2018,,,Guiyang China Power Environmental Protection Power Generation CO LTD,贵阳中电环保发电有限公司,,,26.326844,106.638052,exact,Yanlou,Huaxi District,Guiyang,Guizhou,Eastern Asia,Asia,L100001018793,G100001021064,,,https://www.gem.wiki/Guizhou_Guiyang_Huaxi_power_station,,
15.7.2024,China,Guizhou Guiyang Huaxi power station,2,"花溪燕楼生活垃圾焚烧厂, 贵阳市花溪城市生活垃圾综合处理工程",,25,bioenergy: refuse (municipal and industrial wastes),operating,,,2022,,,Guiyang China Power Environmental Protection Power Generation CO LTD,贵阳中电环保发电有限公司,,,26.326844,106.638052,exact,Yanlou,Huaxi District,Guiyang,Guizhou,Eastern Asia,Asia,L100001018793,G100001021065,,,https://www.gem.wiki/Guizhou_Guiyang_Huaxi_power_station,,
23.7.2024,China,Guizhou Huairen City power station,1.Jan,仁怀市生活垃圾焚烧发电项目,,12,bioenergy: refuse (municipal and industrial wastes),operating,,,2020,,,Renhuai Zhongdian Environmental Protection Power Generation CO LTD,仁怀中电环保发电有限公司,,,27.662818,106.456481,exact,Changgang,Huairen City,Zunyi,Guizhou,Eastern Asia,Asia,L100001019029,G100001021414,,,https://www.gem.wiki/Guizhou_Huairen_City_power_station,,
23.7.2024,China,Guizhou Huairen City power station,2.Jan,仁怀市生活垃圾焚烧发电项目,,12,bioenergy: refuse (municipal and industrial wastes),operating,,,2020,,,Renhuai Zhongdian Environmental Protection Power Generation CO LTD,仁怀中电环保发电有限公司,,,27.662818,106.456481,exact,Changgang,Huairen City,Zunyi,Guizhou,Eastern Asia,Asia,L100001019029,G100001021415,,,https://www.gem.wiki/Guizhou_Huairen_City_power_station,,
9.7.2024,China,Guizhou Sansui power station,1,三穗生活垃圾焚烧发电项目,,15,bioenergy: refuse (municipal and industrial wastes),operating,,,2021,,,Sansui Kangheng Renewable Energy CO LTD,三穗康恒再生能源有限公司,,,26.920615,108.641989,exact,Bagong,Sansui,Qiandongnan AP,Guizhou,Eastern Asia,Asia,L100001018547,G100001020740,,,https://www.gem.wiki/Guizhou_Sansui_power_station,,
7.8.2024,China,Guizhou Suiyang power station,1,绥阳县生活垃圾焚烧发电项目,,9,bioenergy: refuse (municipal and industrial wastes),operating,,,2021,,,Suiyang Haichuang Environmental Protection Technology CO LTD,绥阳海创环保科技有限责任公司,,,27.873692,107.053342,exact,Puchang,Suiyang,Zunyi,Guizhou,Eastern Asia,Asia,L100001019582,G100001022165,,,https://www.gem.wiki/Guizhou_Suiyang_power_station,,
8.8.2024,China,Guizhou Tongren (Haichuang) power station,1,铜仁海创垃圾焚烧发电项目,,12,bioenergy: refuse (municipal and industrial wastes),operating,,,2017,,,Tongren Haichuang Environmental Engineering CO LTD,铜仁海创环境工程有限责任公司,,,27.716281,109.134661,exact,Hexi Residential District,Bijiang District,Tongren,Guizhou,Eastern Asia,Asia,L100001019624,G100001022232,,,https://www.gem.wiki/Guizhou_Tongren_(Haichuang)_power_station,,
5.8.2024,China,Guizhou Xingyi City power station,1,兴义城市生活垃圾焚烧发电厂,,12,bioenergy: refuse (municipal and industrial wastes),operating,,,2015,,,Qianxinan Yuefeng Environmental Protection Power CO LTD,黔西南粤丰环保电力有限公司,Canvest Environmental Protection Group Co Ltd,粤丰环保电力有限公司,25.135056,105.10585,exact,Zhengtun,Xingyi City,Qianxinan AP,Guizhou,Eastern Asia,Asia,L100001019482,G100001022014,,,https://www.gem.wiki/Guizhou_Xingyi_City_power_station,,
5.8.2024,China,Guizhou Xingyi City power station,2,兴义城市生活垃圾焚烧发电厂,,12,bioenergy: refuse (municipal and industrial wastes),operating,,,2017,,,Qianxinan Yuefeng Environmental Protection Power CO LTD,黔西南粤丰环保电力有限公司,Canvest Environmental Protection Group Co Ltd,粤丰环保电力有限公司,25.135056,105.10585,exact,Zhengtun,Xingyi City,Qianxinan AP,Guizhou,Eastern Asia,Asia,L100001019482,G100001022015,,,https://www.gem.wiki/Guizhou_Xingyi_City_power_station,,
3.7.2024,China,Guizhou Zhenfeng (CECEP) power station,1,贞兴生活垃圾焚烧发电项目,,12,bioenergy: refuse (municipal and industrial wastes),operating,,,2022,,,CECEP (Zhenfeng) Environmental Energy CO LTD,中节能（贞丰）环保能源有限公司,,,25.474764,105.465458,exact,,Zhenfeng,Qixinan AP,Guizhou,Eastern Asia,Asia,L100001018392,G100001020519,,,https://www.gem.wiki/Guizhou_Zhenfeng_(CECEP)_power_station,,
15.7.2024,China,Hainan Danzhou (Everbright) power station,2,儋州市生活垃圾焚烧发电项目,,12,bioenergy: refuse (municipal and industrial wastes),operating,,,2022,,,Everbright Environmental Energy (Danzhou) CO LTD,光大环保能源（儋州）有限公司,China Everbright Environment (Group) Co Ltd,中国光大环境（集团）有限公司,19.661415,109.529986,exact,,Danzhou City,N/A,Hainan,Eastern Asia,Asia,L100001018771,G100001021037,,,https://www.gem.wiki/Hainan_Danzhou_(Everbright)_power_station,,
