Date Last Researched,Country 1,Country 2,Project Name,Project Name (local lang/script),Other name(s),Capacity (MW),Binational,Country 1 Capacity (MW),Country 2 Capacity (MW),Turbines,Status,Complex,Start Year,Retired Year,Owner,Owner Name (local lang/script),Operator,Operator Name (local lang/script),Technology Type,River / Watercourse,Latitude,Longitude,Location Accuracy,City 1,Local Area 1,Major Area 1,State/Province 1,Subregion 1,Region 1,City 2,Local Area 2,Major Area 2,State/Province 2,Subregion 2,Region 2,GEM location ID,GEM unit ID,Wiki URL
2023-11-22,Nepal,,Dordi 1 hydroelectric plant,,,12,No,12,0,,operating,,2022,,,,Dordi Khola Jal Bidyut CO LTD,,run-of-river,Dordi Khola​ River,28.231,84.4511,exact,Dhodeni,Lamjung,,,Southern Asia,Asia,,,,,,,L602598,G604353,
2022-12-15,Nepal,,Dordi Khola hydroelectric plant,,,27,No,27,0,,operating,,2022,,Himalaya Power Partner PVT LTD,,,,run-of-river,Dordi River,28.1961,84.4542,approximate,Chiti Village,Besisahar Municipality,Lamjung District,Gandaki Province,Southern Asia,Asia,,,,,,,L602599,G602630,
2023-11-17,Nepal,,Dudh Khola hydroelectric plant,,,65,No,65,0,,pre-construction,,2024,,Sita Hydropower CO PVT LTD,,,,run-of-river,Dudh Khola River,28.5394,84.3771,approximate,Thoche Village,Manang District,Gandaki Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602600,G602631,
2023-11-17,Nepal,,Dudhkoshi 2 - Jaleswar hydroelectric plant,,,70,No,70,0,,construction,,2026,,,,Dudhkoshi Hydropower Nepal PVT LTD,,conventional storage,,27.3603,86.6667,approximate,Necha Bedghari Village,Solukhumbu District,Sagarmatha Zone,Province No. 1,Southern Asia,Asia,,,,,,,L602601,G604356,
2023-11-17,Nepal,,Dudhkunda Khola hydroelectric plant,,Dudh Khola,12,No,12,0,,construction,,,,Mount Everest Power Development LTD,,,,run-of-river,Solu Khola River,27.6021,86.6056,approximate,Ringmo Village,Dolpo Region,Dolpa District,Karnali Province,Southern Asia,Asia,,,,,,,L602606,G604358,
2023-11-22,Nepal,,Durbang Myagdi Khola hydroelectric plant,,,25,No,25,0,,construction,,,,Dhaulagiri Kalika Hydropower LTD,,,,unknown,Myagdi Khola River,28.4146,83.4069,approximate,Darwang Village,Myagdi District,Dhaulagiri Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602607,G602638,
2022-12-15,Nepal,,Gandak hydroelectric plant,,,15,No,15,0,3 x 5 MW,operating,,1979,,Nepal Electricity Authority (NEA),,,,run-of-river,Narayani (Sapta Gandaki) Nadi River,27.4257,83.7941,exact,Guthi Suryapura,Nawalparasi W,,,Southern Asia,Asia,,,,,,,L602608,G602639,
2023-11-22,Nepal,,Ghar Khola hydroelectric plant,,,14,No,14,0,2 x 7 MW,operating,,2023,,Myagdi Hydropower LTD,,,,run-of-river,Ghar Khola River,28.4674,83.6528,approximate,Shikha Village,Myagdi District,Dhaulagiri Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602609,G604393,
2022-12-15,Nepal,,Hewa Khola A hydroelectric plant,,,15,No,15,0,2,operating,,2017,,Panchthar Power CO LTD,,,,run-of-river,Hewa Khola River,27.1856,87.8285,exact,Bharapa,Panchthar,,,Southern Asia,Asia,,,,,,,L602611,G602642,
2023-11-22,Nepal,,Himchuli Dordi hydroelectric plant,,,57,No,57,0,,construction,,2027,,Peoples Hydropower Company Private LTD (PHCL),,,,run-of-river,Dordi River,28.3274,84.5792,approximate,Dordi Rural Municipality,Lamjung District,Gandaki Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602612,G602643,
2023-11-22,Nepal,,Ikhuwa Khola hydroelectric plant,,,36,No,36,0,,shelved,,,,Nepal Electricity Authority (NEA),,Upper Arun Hydroelectric LTD (UAHEL),,run-of-river,Ikhuwa Khola River,27.6001,87.3865,approximate,Phungling Municipality,Taplejung District,Taplejung District,Province No. 1,Southern Asia,Asia,,,,,,,L602614,G604443,
2023-11-22,Nepal,,Ilep Tatopani Khola hydroelectric plant,,,25,No,25,0,,construction,,,,Jalshakti Hydro CO PVT LTD,,,,run-of-river,,28.2146,85.0715,approximate,Rubi Valley Rural Municipality,Dhading District,Bagmati Zone,Bagmati Province,Southern Asia,Asia,,,,,,,L602615,G602646,
2023-11-22,Nepal,,Irkhuwa Khola B hydroelectric plant,,,16,No,16,0,,pre-construction,,,,Baraha Multipower PVT LTD,,,,unknown,Irkhuwa Khola River,27.4088,87.0817,approximate,Salpasilichho Rural Municipality,Bhojpur District,Bhojpur District,Province No. 1,Southern Asia,Asia,,,,,,,L602616,G602647,
2023-11-22,Nepal,,Isuwa Khola PRoR Cascade hydroelectric plant,,,38,No,38,0,,pre-construction,,,,,,Isuwa Energy PVT LTD,,run-of-river,,27.5426,87.2322,exact,Makalu,Sankhuwasabha,,,Southern Asia,Asia,,,,,,,L602618,G602649,
2023-11-22,Nepal,,Jaldigad hydroelectric plant,,,21,No,21,0,,pre-construction,,,,Shangrila Hydropower PVT LTD,,,,run-of-river,,28.8292,82.4569,approximate,Syalakhadi Village,Western Rukum District,Western Rukum District,Karnali Province,Southern Asia,Asia,,,,,,,L602620,G602651,
2022-12-15,Nepal,,Jhimruk Khola hydroelectric plant,,,12,No,12,0,3 x 4 MW,operating,,1994,,Butwal Power CO LTD,,,,run-of-river,Jhimruk River,28.2262,82.7026,exact,Mijhing,Rolpa,,,Southern Asia,Asia,,,,,,,L602621,G602652,
2023-11-22,Nepal,,Jum Khola hydroelectric plant,,,56,No,56,0,,pre-construction,,2025,,Sanima Hydropower,,Sanima Jum Hydropower LTD,,run-of-river,Jum River,27.9588,86.2315,approximate,Lamabagar Village,Dolakha District,Janakpur Zone,Bagmati Province,Southern Asia,Asia,,,,,,,L602622,G602653,
2023-11-22,Nepal,,Kabeli 3 hydroelectric plant,,,22,No,22,0,2,pre-construction,,,,Kabeli Energy LTD,,Kabeli Hydropower CO PVT LTD,,run-of-river,,27.3901,87.8697,approximate,Pedang Village,Taplejung District,Mechi Zone,Province No. 1,Southern Asia,Asia,,,,,,,L602623,G602654,
2022-12-15,Nepal,,Kabeli B1 hydroelectric plant,,,25,No,25,0,2 x 12.5 MW,operating,,2022,,Hydroelectricity Investment and Development CO LTD (HIDCL); Nepal Investment Bank; Nabil Bank; Machhapuchchre Bank; Prabhu Bank; Laxmi Bank; IME Bank,,Arun Kabeli Power LTD,,run-of-river,Kabeli Khola River,27.2801,87.8097,approximate,Pathibhara Yangwarak Rural Municipality,Taplejung District,Mechi Zone,Province No. 1,Southern Asia,Asia,,,,,,,L602624,G602655,
2023-11-22,Nepal,,Kalanga hydroelectric plant,,Kalanga Gad,15,No,15,0,,operating,Kalanga Complex,2023,,,,Kalanga Hydropower PVT LTD,,run-of-river,Kalanga Nadi River,29.5117,80.8764,exact,Banjh Village,Bajhang District,Seti Zone,Sudurpashchim Province,Southern Asia,Asia,,,,,,,L602625,G604485,
2023-11-22,Nepal,,Kaligandaki Upper hydroelectric plant,,,65,No,65,0,2 x 32.5 MW,announced,,2026,,Nepal Electricity Authority (NEA),,,,run-of-river,Kali Gandaki River,28.4047,83.5933,approximate,Ramche Village,Rasuwa District,Bagmati Zone,Bagmati Province,Southern Asia,Asia,,,,,,,L602631,G604490,
2023-11-27,Nepal,,Karuwa Seti hydroelectric plant,,,32,No,32,0,,pre-construction,,,,Jhayamolongma Hydro Power Development PVT LTD,,,,run-of-river,Seti Khola River,28.4086,83.9811,exact,Machhapuchhre,Kaski,,,Southern Asia,Asia,,,,,,,L602634,G602665,
2023-11-27,Nepal,,Kasuwa Khola hydroelectric plant,,,45,No,45,0,3 x 15.7 MW,construction,,,,CEDB Hydropower Development Company (CHDC),,Kasuwa Khola Hydropower LTD,,run-of-river,Kasuwa Khola River,27.6056,87.2828,approximate,Num Village,Sankhuwasabha District,Kosi Zone,Province No. 1,Southern Asia,Asia,,,,,,,L602635,G602666,
2023-11-27,Nepal,,Khani Khola - Dolakha hydroelectric plant,,,30,No,30,0,,construction,,,,Sasha Engineering Hydropower LTD,,,,unknown,Khani Khola River,27.7902,86.2885,exact,Marbu,Dolakha,,,Southern Asia,Asia,,,,,,,L602636,G602667,
2023-11-27,Nepal,,Khani Khola 1 hydroelectric plant,,,40,No,40,0,3,construction,,,,Green Life Hydropower LTD,,,,run-of-river,Khani Khola River,27.8189,86.3501,approximate,Gaurishankar Ward,Gaurishankar Rural Municipality,Dolakha District,Bagmati Province,Southern Asia,Asia,,,,,,,L602637,G602668,
2023-11-27,Nepal,,Khare hydroelectric plant,,,24,No,24,0,,construction,,,,Constorium Power Developers PVT LTD,,,,run-of-river,Khare Khola River,27.7801,86.2667,approximate,Gaurishankar Ward,Gaurishankar Rural Municipality,Bagmati Zone,Bagmati Province,Southern Asia,Asia,,,,,,,L602638,G604507,
2022-12-15,Nepal,,Khimti I hydroelectric plant,,Khimti hydroelectric plant,60,No,60,0,,operating,,2000,,SN Power [57.1%]; Bergenshalvoens Kommunale Kraftselskap [26%]; Butwal Power CO LTD [16.9%],,Himal Power LTD,,run-of-river,Khimti Khola River,27.4744,86.1011,approximate,Gelu Village,Ramechhap District,Janakpur Zone,Bagmati Province,Southern Asia,Asia,,,,,,,L602639,G602670,
2023-11-27,Nepal,,Khimti II hydroelectric plant,,Khimti 2 hydroelectric plant,49,No,49,0,3,construction,,,,Peoples Energy LTD,,,,run-of-river,Khimti River,27.5849,86.2237,exact,Rasanalu,Ramechhap,,,Southern Asia,Asia,,,,,,,L602640,G602671,
2022-12-15,Nepal,,Kule Khani III hydroelectric plant,,Kule Khani Third hydroelectric plant,14,No,14,0,2 x 7 MW,operating,,2019,,Nepal Electricity Authority (NEA),,,,run-of-river,Khani Khola River,27.4733,85.0402,exact,Bhaise,Makwanpur,,,Southern Asia,Asia,,,,,,,L602645,G602676,
2022-12-15,Nepal,,Kulekhani I hydroelectric plant,,Kulekhani hydroelectric plant,60,No,60,0,2 x 30 MW,operating,,1982,,Nepal Electricity Authority (NEA),,,,conventional storage,Kulekhani Khola River,27.5899,85.156,exact,Kulekhani,Makwanpur,,,Southern Asia,Asia,,,,,,,L602646,G602677,
2022-12-15,Nepal,,Kulekhani II hydroelectric plant,,,32,No,32,0,2 x 16 MW,operating,,1986,,Nepal Electricity Authority (NEA),,,,run-of-river,Kulekhani Khola River,27.5017,85.0422,approximate,Bhainse Village,Makwanpur District,Narayani Zone,Bagmati Province,Southern Asia,Asia,,,,,,,L602647,G602678,
2023-11-27,Nepal,,Kunaban Khola hydroelectric plant,,Kunban Khola,20,No,20,0,,pre-construction,,2026,,Sushmit Energy PVT LTD,,,,run-of-river,Kunaban River,28.6501,83.3722,approximate,Mudi Village,Myagdi District,Dhaulagiri Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602649,G602680,
2023-11-27,Nepal,,Likhu 2 hydroelectric plant,,Likhu II hydroelectric plant,55,No,55,0,,construction,,,,,,,,unknown,Likhu Khola River,27.5874,86.406,approximate,Kyama Village,Umakunda Rural Municipality,Ramechhap District,Bagmati Province,Southern Asia,Asia,,,,,,,L602654,G602685,
2022-12-15,Nepal,,Likhu 4 hydroelectric plant,,Likhu IV hydroelectric plant,52,No,52,0,2 x 26.2 MW,operating,,2021,,Bhilwara Energy LTD; Triveni Group,,Green Ventures LTD,,run-of-river,Likhu River,27.4444,86.2584,exact,Ragani,Okhaldhunga,,,Southern Asia,Asia,,,,,,,L602655,G602686,
2022-12-15,Nepal,,Likhu Khola A hydroelectric plant,,,51,No,51,0,,operating,,2022,,Numbur Himalaya Hydropower LTD,,,,unknown,Likhu Khola River,27.5528,86.3706,exact,Chaulakharka,Solukhumbu,,,Southern Asia,Asia,,,,,,,L602656,G602687,
2023-11-27,Nepal,,Liping Khola hydroelectric plant,,,16,No,16,0,2 x 8.13 MW,construction,,,,Him River Power PVT LTD,,,,run-of-river,Liping Khola River,27.9718,85.9578,exact,Tatopani,Sindhupalchowk,,,Southern Asia,Asia,,,,,,,L602657,G602688,
2022-12-15,Nepal,,Lower Hewa hydroelectric plant,,,22,No,22,0,,operating,,2013,,Mountain Hydro Nepal LTD,,,,run-of-river,Hewa Khola River,27.1601,87.7564,approximate,Phidim Municipality,Panchthar District,Panchthar District,Province No. 1,Southern Asia,Asia,,,,,,,L602661,G602692,
2023-11-29,Nepal,,Lower Irkhuwa Khola hydroelectric plant,,,14,No,14,0,2 x 7.075 MW,pre-construction,,,,National Hydropower CO LTD,,Lower Irkhuwa Hydropower LTD,,run-of-river,Arun River,27.4156,87.114,approximate,Nepaledanda Village,Bhojpur District,Kosi Zone,Province No. 1,Southern Asia,Asia,,,,,,,L602662,G602693,
2022-12-15,Nepal,,Lower Khare hydroelectric plant,,,11,No,11,0,2,operating,,2022,,Universal Power CO LTD,,,,run-of-river,Khare Khola River,27.756,86.2121,approximate,Gaurishankar Ward,Gaurishankar Rural Municipality,Dolakha District,Bagmati Province,Southern Asia,Asia,,,,,,,L602663,G602694,
2023-11-27,Nepal,,Lower Likhu hydroelectric plant,,,28,No,28,0,3,operating,,2023,,Sanima Hydropower,,Swet Ganga Hydropower & Construction LTD (SGHCL),,run-of-river,Likhu River,27.3916,86.2266,exact,Bijulikot,Ramechhap,,,Southern Asia,Asia,,,,,,,L602664,G604570,
2022-12-15,Nepal,,Lower Modi 1 hydroelectric plant,,,10,No,10,0,,operating,,2013,,,,United Modi Hydropower LTD (UMHL),,run-of-river,Modi Khola River,28.2372,83.7115,exact,Kushma,Parbat,,,Southern Asia,Asia,,,,,,,L602666,G602697,
2022-12-15,Nepal,,Lower Modi Khola hydroelectric plant,,,20,No,20,0,2 x 10 MW,operating,,2018,,Hydro Solutions Group; KL Dugar Group; Murarka Group; Debenara Group,,Modi Energy LTD,,unknown,Modi Khola River,28.2106,84.0017,approximate,Kushma Village,Parbat District,Gandaki Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602667,G602698,
2023-11-29,Nepal,,Lower Nyadi hydroelectric plant,,,13,No,13,0,,pre-construction,,,,Hub Power PVT LTD,,,,run-of-river,Nyadi River,28.3188,84.4125,approximate,Marsyandi Rural Municipality,Lamjung District,Lamjung District,Gandaki Province,Southern Asia,Asia,,,,,,,L602668,G602699,
2022-12-15,Nepal,,Madhya Marsyangdi hydroelectric plant,,Middle Marsyangdi hydroelectric plant,70,No,70,0,,operating,,2009,,Nepal Electricity Authority (NEA),,,,run-of-river,Marsyangdi River,28.2106,84.0017,approximate,Sundarbazar Municipality,Lamjung District,Gandaki Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602672,G602703,
2022-12-15,Nepal,,Madkyu Khola hydroelectric plant,मड्क्यु खोला जलविद्युत आयोजना,,13,No,13,0,2,operating,,2018,,Silkes Hydropower PVT LTD,,,,run-of-river,Madkyu Khola River,28.3681,84.1356,approximate,Namarjung Village,Kaski District,Gandaki Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L604095,G604584,
2023-11-30,Nepal,,Madme Khola hydroelectric plant,,,24,No,24,0,,construction,,2024,,Eastern Hydropower LTD,,Madme Khola Hydropower PLC LTD,,run-of-river,Madme Khola River,28.4319,84.1356,approximate,Namarjung Village,Kaski District,Gandaki Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602675,G604585,
2022-12-15,Nepal,,Mai hydroelectric plant,,Sanima Mai hydroelectric plant,22,No,22,0,,operating,,2015,,,,Sanima Mai Hydropower LTD,,run-of-river,Mai Khola River,26.7924,87.8784,exact,Danaban,Ilam,,,Southern Asia,Asia,,,,,,,L602676,G602707,
2022-12-15,Nepal,,Marsyangd hydroelectric plant,,Marsyangdi hydroelectric plant,69,No,69,0,3 x 23 MW,operating,,1989,,Nepal Electricity Authority (NEA),,,,run-of-river,Marsyangdi River,27.9278,84.4977,exact,,Gorkha,,,Southern Asia,Asia,,,,,,,L602678,G602709,
2023-11-27,Nepal,,Marsyangdi Besi hydroelectric plant,,,50,No,50,0,2 x 25 MW,construction,,,,China Chongqing Online Herbal CO LTD,,Divyajyoti Hydropower PVT LTD,,unknown,Marsyangdi River,28.2333,84.3826,approximate,Besisahar Municipality,Lamjung District,Gandaki Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602679,G602710,
2023-12-01,Nepal,,Mathillo Kabeli hydroelectric plant,,,28,No,28,0,,pre-construction,,,,Peace Energy CO PVT LTD,,,,run-of-river,Kabeli Khola River,26.6592,87.7001,approximate,Phungling Municipality,Taplejung District,Taplejung District,Province No. 1,Southern Asia,Asia,,,,,,,L602681,G602712,
2023-12-01,Nepal,,Mathillo Thulo Khola A hydroelectric plant,,,15,No,15,0,,pre-construction,,,,,,Thulo Khola Hydropower PVT LTD,,unknown,Thulo Khola River,28.3841,84.0363,approximate,Raghuganga Rural Municipality,Myagdi District,Myagdi District,Gandaki Province,Southern Asia,Asia,,,,,,,L602682,G602713,
2023-12-01,Nepal,,Maya Khola hydroelectric plant,मायाखोला पावर हाउस,,15,No,15,0,,operating,,2023,,Khanikhola Hydropower CO LTD; Pashupati Energy Development CO,,Maya Khola Hydropower CO LTD,,run-of-river,Maya Khola River,27.2575,87.3065,exact,Mamling Village,Sankhuwasabha District,Kosi Zone,Province No. 1,Southern Asia,Asia,,,,,,,L602683,G604609,
2023-11-27,Nepal,,Mewa Khola hydroelectric plant,,,23,No,23,0,2,construction,,,,Union Hydropower LTD,,Union Mewa Hydro LTD,,run-of-river,Mewa Khola River,27.5721,87.6019,approximate,Mikkwakhola Rural Municipality,Taplejung District,Mechi Zone,Province No. 1,Southern Asia,Asia,,,,,,,L602684,G602715,
2023-12-01,Nepal,,Mewa Khola hydroelectric plant,,,50,No,50,0,,pre-construction,,,,,,United Mewa Khola Hydropower PVT LTD,,run-of-river,Mewa Khola River,27.425,87.616,approximate,Mikkwakhola Village,Taplejung District,Mechi Zone,Province No. 1,Southern Asia,Asia,,,,,,,L602684,G602716,
2023-12-01,Nepal,,Mid Hongu Khola A hydroelectric plant,,Middle Hongukhola A hydroelectric plant; Madhya Hongu Khola A hydroelectric plant,22,No,22,0,,shelved,,,,Synergy Power Development LTD,,Apex Makalu Hydropower LTD,,run-of-river,Hongu Khola River,27.5249,86.8774,approximate,Gudel Village,Solukhumbu District,Sagarmatha Zone,Province No. 1,Southern Asia,Asia,,,,,,,L602685,G604622,
2023-12-01,Nepal,,Middle Chameliya hydroelectric plant,,Mid Chameliya hydroelectric plant,35,No,35,0,,pre-construction,,,,Darchula Power PVT LTD,,,,unknown,,29.7418,80.7603,approximate,Marma Rural Municipality,Darchula District,Darchula District,Sudurpashchim Province,Southern Asia,Asia,,,,,,,L602686,G602718,
2023-11-27,Nepal,,Middle Hongu Khola B hydroelectric plant,,,23,No,23,0,2,construction,,2025,,Gaurishankar Power Development PVT LTD,,,,run-of-river,Hongu River,27.5001,86.8333,approximate,Gudel Village,Solukhumbu District,Sagarmatha Zone,Province No. 1,Southern Asia,Asia,,,,,,,L602687,G602719,
2023-12-01,Nepal,,Middle Kaligandaki hydroelectric plant,,,54,No,54,0,2 x 26.8 MW,pre-construction,,,,Hydro Support PVT LTD,,,,run-of-river,Kali Gandaki River,28.5014,83.6501,approximate,Tatopani Village,Sindhupalchok District,Bagmati Zone,Bagmati Province,Southern Asia,Asia,,,,,,,L602688,G602720,
2023-11-28,Nepal,,Middle Mewa hydroelectric plant,,,74,No,74,0,,construction,,,,,,Mewa Developers PVT LTD,,run-of-river,Mewa Khola River,27.4779,87.6229,approximate,Mikkwakhola Rural Municipality,Taplejung District,Mechi Zone,Province No. 1,Southern Asia,Asia,,,,,,,L602689,G602721,
2022-12-15,Nepal,,Middle Modi hydroelectric plant,,,18,No,18,0,,operating,,2022,,Chaudhary Group Nepal; Nepal Jalabidhyut Parbardan tatha Bikas LTD,,Middle Modi Hydropower LTD,,run-of-river,Modi Khola River,27.4841,83.276,approximate,Kerunga Town,Arghakhanchi District,Lumbini Zone,Lumbini Province,Southern Asia,Asia,,,,,,,L602690,G602722,
2023-11-28,Nepal,,Middle Tamor hydroelectric plant,,,73,No,73,0,4 x 18.25 MW,construction,,2024,,Sanima Hydropower,,Sanima Middle Tamor Hydropower LTD,,run-of-river,Tamor River,27.416,87.4063,approximate,Phungling Municipality,Taplejung District,Eastern Development Region,Province No. 1,Southern Asia,Asia,,,,,,,L602691,G602723,
2023-12-01,Nepal,,Midim 1 hydroelectric plant,,,13,No,13,0,,pre-construction,,,,,,Mount Rasuwa Upper Mailung Hydropower PVT LTD,,run-of-river,,28.2674,84.275,approximate,Kwhlosothar Rural Municipality,Lamjung District,Gandaki Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602692,G602724,
2023-11-28,Nepal,,Mistri Khola 2 hydroelectric plant,,,12,No,12,0,,construction,,,,Mountain Energy Nepal LTD,,,,unknown,,28.4946,83.6553,approximate,Shikha Village,Myagdi District,Dhaulagiri Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602693,G602725,
2022-12-15,Nepal,,Mistri Khola hydroelectric plant,,,42,No,42,0,3 x 14 MW,operating,,2022,,Mountain Energy Nepal LTD,,,,run-of-river,Kaligandaki River,28.5057,83.6592,exact,,Myagdi,,,Southern Asia,Asia,,,,,,,L602694,G602726,
2022-12-15,Nepal,,Modi Khola hydroelectric plant,,,15,No,15,0,2 x 7.4 MW,operating,,2000,,Nepal Electricity Authority (NEA),,,,run-of-river,Modi Khola River,28.2729,83.7419,exact,,Parbat,,,Southern Asia,Asia,,,,,,,L602695,G602727,
2022-12-15,Nepal,,Mristi Khola hydroelectric plant,,,42,No,42,0,,operating,,2021,,Mountain Energy Nepal LTD,,,,run-of-river,Mristi Khola River,28.5057,83.6596,exact,,Myagdi,,,Southern Asia,Asia,,,,,,,L602696,G602728,
2023-12-01,Nepal,,Mudi Khola hydroelectric plant,,,15,No,15,0,,construction,,,,Everest Energy and Infrastructure Fund PVT LTD,,,,run-of-river,Mudi Khola River,28.3841,84.0363,approximate,Mudi Village,Myagdi District,Dhaulagiri Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602697,G604640,
2023-11-28,Nepal,,Myagdi Khola hydroelectric plant,,,57,No,57,0,3,construction,,,,Hydro Village PLC LTD [40%]; Serba Dinamik International LTD [40%]; Hydroelectricity Investment and Development CO LTD (HIDCL) [20%],,Hydro Village PLC LTD,,run-of-river,Myagdi Khola River,28.601,83.3903,approximate,Mudi Village,Myagdi District,Dhaulagiri Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602700,G602732,
2022-12-15,Nepal,,Namarjun Madi hydroelectric plant,,,12,No,12,0,2 x 6 MW,operating,,2021,,Himalayan Hydropower PVT LTD,,,,run-of-river,Madi River,28.3004,84.0912,exact,,Kaski,,,Southern Asia,Asia,,,,,,,L602702,G602734,
2023-11-28,Nepal,,Nilgiri Khola 2 hydroelectric plant,,Nilgiri Khola II,71,No,71,0,,construction,Nilgiri Khola Complex,,,,,Nilgiri Khola Hydropower CO PVT LTD,,run-of-river,Nilgiri Khola River,28.2127,83.9812,approximate,Ward 4,Annapurna Rural Municipality,Kaski District,Gandaki Province,Southern Asia,Asia,,,,,,,L602705,G602737,
2023-11-28,Nepal,,Nilgiri Khola hydroelectric plant,,,38,No,38,0,,construction,Nilgiri Khola Complex,,,,,Nilgiri Khola Hydropower CO,,run-of-river,Nilgiri Khola River,28.5776,83.6921,exact,,Myagdi,,,Southern Asia,Asia,,,,,,,L602706,G602738,
2023-11-28,Nepal,,Nupche Likhu hydroelectric plant,,,58,No,58,0,3,construction,,,,Vision Energy & Power PVT LTD,,,,run-of-river,Nupche River,27.6848,86.4701,exact,,Ramechhap,,,Southern Asia,Asia,,,,,,,L602707,G602739,
2022-12-15,Nepal,,Nyadi Khola hydroelectric plant,,Nyadi hydroelectric plant,30,No,30,0,2 x 15 MW,operating,,2022,,Butwal Power CO LTD [98.18%]; Lamjung Electricity Development CO LTD [1.81%],,Nyadi Hydropower LTD,,run-of-river,Ngadi River,28.3296,84.4212,exact,Bahundada,Lamjung,,,Southern Asia,Asia,,,,,,,L602708,G602740,
2023-12-01,Nepal,,Nyadi Phidi hydroelectric plant,,,21,No,21,0,,construction,,,,North Summit Hydro PVT LTD,,,,run-of-river,"Nyadi River, Phidi River",28.2106,84.0017,approximate,Marsyandi Rural Municipality,Lamjung District,Gandaki Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602709,G604678,
2023-12-01,Nepal,,Nyasim hydroelectric plant,,,35,No,35,0,,pre-construction,,,,Sita Hydropower CO PVT LTD,,,,unknown,Nyasem Khola River,27.975,85.8083,approximate,Golche Ward,Jugal Rural Municipality,Sindhupalchok District,Bagmati Province,Southern Asia,Asia,,,,,,,L602710,G602742,
2023-12-01,Nepal,,Palun Khola Small hydroelectric plant,,,21,No,21,0,,pre-construction,,,,,,Palunkhola Hydropower PVT LTD,,unknown,Palun River,27.5546,87.6325,approximate,Papung Village,Taplejung District,Taplejung District,Province No. 1,Southern Asia,Asia,,,,,,,L602711,G602743,
2023-11-28,Nepal,,Phalakhu Khola hydroelectric plant,,,15,No,15,0,,construction,,,,Betrawati Hydroelectric CO LTD,,,,unknown,Phalakhu Khola River,28.0201,85.2931,approximate,Chhap Village,Nuwakot District,Bagmati Zone,Bagmati Province,Southern Asia,Asia,,,,,,,L602712,G602744,
2023-11-28,Nepal,,Rahughat hydroelectric plant,,,40,No,40,0,,construction,,,,Nepal Electricity Authority (NEA),,Raghuganga Hydropower LTD (RGHPL),,unknown,Rahughat River,28.3765,83.5724,exact,Piple,Myagdi,,,Southern Asia,Asia,,,,,,,L602714,G602746,
2023-11-28,Nepal,,Rahughat Mangale hydroelectric plant,,,37,No,37,0,,construction,,,,Tundi Power CO PVT LTD,,,,unknown,Raughat Khola River,28.5028,83.5128,approximate,Chimkhola Village,Myagdi District,Gandaki Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602715,G602747,
2023-11-28,Nepal,,Ruru Banchu 1 hydroelectric plant,,,16,No,16,0,,construction,,2025,,Mount Nilgiri Hydropower CO PVT LTD,,Ruru Bangchu Khola,,unknown,,29.1012,81.7832,approximate,Chilkhaya Village,Kalikot District,Karnali Zone,Karnali province,Southern Asia,Asia,,,,,,,L602719,G602751,
2023-12-01,Nepal,,Ruru Banchu Khola 2 hydroelectric plant,,,12,No,12,0,,pre-construction,,2025,,,,,,unknown,Ruru Bangchu Khola River,29.1039,81.754,approximate,Chilkhaya Village,Kalikot District,Karnali Zone,Karnali province,Southern Asia,Asia,,,,,,,L602720,G602752,
2023-11-28,Nepal,,Sabha Khola B hydroelectric plant,,,15,No,15,0,2 x 7.55 MW,construction,,,,Orbit Energy PVT LTD,,,,run-of-river,Sabha Khola River,27.4297,87.3533,approximate,Savapokhari Rural Municipality,Sankhuwasabha District,Sankhuwasabha District,Province No. 1,Southern Asia,Asia,,,,,,,L602721,G602753,
2023-11-28,Nepal,,Sagu Khola hydroelectric plant,,,20,No,20,0,,construction,,,,Himalayan Hydropower PVT LTD,,,,run-of-river,Sagu Khola River,27.8093,86.1076,approximate,Bigu Rural Municipality,Dolakha District,Bagmati Zone,Bagmati Province,Southern Asia,Asia,,,,,,,L602722,G602754,
2023-11-28,Nepal,,Sanjen hydroelectric plant,,,43,No,43,0,,construction,,,,Chilime Hydropower CO LTD (CHPCL),,Sanjen Jalavidhyut CO LTD (SJCL),,unknown,Sanjen Khola River,28.2001,85.2896,approximate,Chilime Village,Rasuwa District,Bagmati Zone,Bagmati Province,Southern Asia,Asia,,,,,,,L602723,G602755,
