Date Last Researched,Country 1,Country 2,Project Name,Project Name (local lang/script),Other name(s),Capacity (MW),Binational,Country 1 Capacity (MW),Country 2 Capacity (MW),Turbines,Status,Complex,Start Year,Retired Year,Owner,Owner Name (local lang/script),Operator,Operator Name (local lang/script),Technology Type,River / Watercourse,Latitude,Longitude,Location Accuracy,City 1,Local Area 1,Major Area 1,State/Province 1,Subregion 1,Region 1,City 2,Local Area 2,Major Area 2,State/Province 2,Subregion 2,Region 2,GEM location ID,GEM unit ID,Wiki URL
2023-12-01,Nepal,,Seti Khola hydroelectric plant,,Seti River hydroelectric plant,25,No,25,0,,construction,,,,Vision Lumbini LTD,,,,run-of-river,Seti River,28.3406,83.9646,approximate,Sardikhola Town,Kaski District,Gandaki Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602727,G604795,
2023-12-04,Nepal,,Setikhola hydroelectric plant,,,22,No,22,0,,pre-construction,,2024,,,,Setikhola Hydropower PVT LTD,,run-of-river,Seti Khola River,28.1118,84.081,approximate,Thulo Pakhar Village,Sindhupalchok District,Bagmati Zone,Bagmati Province,Southern Asia,Asia,,,,,,,L602730,G602762,
2023-12-04,Nepal,,Simbuwa Khola hydroelectric plant,,Simbua River,70,No,70,0,,pre-construction,,2027,,Hydroelectricity Investment and Development CO LTD (HIDCL),,Simbuwa Remit Hydro,,run-of-river,Simbuwa Khola River,27.5117,87.8608,exact,Tapethok,Taplejung,,,Southern Asia,Asia,,,,,,,L602732,G602764,
2022-12-15,Nepal,,Singati Khola hydroelectric plant,,,25,No,25,0,,operating,,2021,,,,Singati Hydro Energy PVT LTD,,run-of-river,Singati River,27.7874,86.119,exact,Laduk,Dolakha,,,Southern Asia,Asia,,,,,,,L602733,G602765,
2022-12-15,Nepal,,Sipring Khola hydroelectric plant,,,10,No,10,0,,operating,,2013,,Synergy Power Development LTD,,,,run-of-river,Sipring River,27.8252,86.229,exact,,Dolakha,,,Southern Asia,Asia,,,,,,,L602734,G602766,
2022-12-15,Nepal,,Solu hydroelectric plant,,Solu Khola hydroelectric plant,24,No,24,0,2,operating,,2020,,,,Upper Solu Hydroelectric CO PVT LTD,,run-of-river,Solu Khola River,27.4625,86.5758,approximate,Garma Village,Solukhumbu District,Sagarmatha Zone,Province No. 1,Southern Asia,Asia,,,,,,,L602735,G602767,
2022-12-15,Nepal,,Sun Koshi hydroelectric plant,,Sunkoshi hydroelectric plant,11,No,11,0,,operating,,1973,,Nepal Electricity Authority (NEA),,,,run-of-river,Sun Koshi River,27.7538,85.8384,exact,Pagretar,Sindhupalchowk,,,Southern Asia,Asia,,,,,,,L602737,G602769,
2023-12-04,Nepal,,Sunigad hydroelectric plant,,,11,No,11,0,,construction,,,,Omega Energy Developers PVT LTD,,,,run-of-river,Suni Gad River,29.6347,81.2169,approximate,Talkot Rural Municipality,Bajhang District,Bajhang District,Sudurpashchim Province,Southern Asia,Asia,,,,,,,L602738,G604838,
2023-12-04,Nepal,,Super Aankhu Khola hydroelectric plant,,,24,No,24,0,,construction,,,,Gorakshya Hydropower PVT LTD,,,,run-of-river,"Tatopani Khola River, Menchet Khola River",28.1667,85.0489,approximate,Rubi Valley Rural Municipality,Dhading District,Bagmati Zone,Bagmati Province,Southern Asia,Asia,,,,,,,L602741,G604842,
2023-12-04,Nepal,,Super Budhigandaki hydroelectric plant,,,34,No,34,0,,announced,,,,,,Natural Hydro Nepal PVT LTD,,run-of-river,Budhigandaki River,28.5708,84.7236,approximate,Lho Village,Gorkha District,Gandaki Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602742,G604843,
2023-11-28,Nepal,,Super Dordi hydroelectric plant,,Super Dordi B hydroelectric plant; Super Dordi Kha hydroelectric plant,54,No,54,0,,operating,,2023,,Peoples Hydropower CO LTD,,,,run-of-river,Dordi Khola River,28.2921,84.5431,exact,Faleni,Lamjung,,,Southern Asia,Asia,,,,,,,L602743,G604844,
2023-12-04,Nepal,,Super Inkhu hydroelectric plant,,,24,No,24,0,,pre-construction,,,,Dordi Khola Jalvidyut CO LTD,,,,unknown,,27.6119,86.7956,approximate,Chaurikharka Village,Solukhumbu District,Sagarmatha Zone,Province No. 1,Southern Asia,Asia,,,,,,,L602745,G602777,
2023-12-04,Nepal,,Super Kabeli Khola A hydroelectric plant,,,14,No,14,0,,construction,,,,Snow River PVT LTD,,,,run-of-river,Kabeli Khola River,27.4625,87.9454,approximate,Yamphudin Village,Taplejung District,Taplejung District,Province No. 1,Southern Asia,Asia,,,,,,,L602746,G604846,
2023-12-04,Nepal,,Super Kabeli Khola hydroelectric plant,,,12,No,12,0,,pre-construction,,,,Hilton Hydro Energy PVT LTD,,,,run-of-river,Kabeli Khola River,26.6592,87.7001,approximate,Yamphudin Village,Taplejung District,Taplejung District,Province No. 1,Southern Asia,Asia,,,,,,,L602747,G602779,
2023-11-28,Nepal,,Super Lower Bagmati hydroelectric plant,,,42,No,42,0,,construction,,2026,,,,Super Bagmati Hydropower PVT LTD,,run-of-river,Bagmati River,27.5361,85.233,exact,Ghushel,Lalitpur,,,Southern Asia,Asia,,,,,,,L602748,G602780,
2023-12-04,Nepal,,Super Madi hydroelectric plant,,,44,No,44,0,,operating,,2023,,CG Energy Infrastructure,,Super Madi Hydropower LTD,,run-of-river,Madi Khola River,28.339,84.111,approximate,Namarjung Village,Kaski District,Gandaki Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602749,G604847,
2023-11-28,Nepal,,Super Melamchi hydroelectric plant,,,24,No,24,0,,construction,,,,Milarepa Energy PVT LTD,,,,run-of-river,Melamchi Khola River,28.0032,85.5319,approximate,Helambu Village,Helambu Rural Municipality,Sindhupalchok District,Bagmati Province,Southern Asia,Asia,,,,,,,L602750,G602782,
2023-11-28,Nepal,,Super Nyadi hydroelectric plant,,,43,No,43,0,,construction,,2024,,Siuri Nyadi Power PVT LTD,,,,unknown,Nadi Khola River,28.3794,84.4771,approximate,Bahundanda Village,Lamjung District,Gandaki Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602751,G602783,
2023-12-04,Nepal,,Syar Khola hydroelectric plant,,Chumchet Syar Khola hydroelectric plant,56,No,56,0,,pre-construction,,,,Bigland Hydropower LTD,,,,run-of-river,Syar Khola River,28.4762,85.0035,approximate,Chumchet Village,Gorkha District,Gandaki Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602754,G602786,
2023-12-04,Nepal,,Tamakoshi 9 hydroelectric plant,,,24,No,24,0,,pre-construction,,,,Asian Hydropower PVT LTD,,,,run-of-river,Tamakoshi River,27.9557,86.216,approximate,Lamabagar Village,Dolakha District,Janakpur Zone,Bagmati Province,Southern Asia,Asia,,,,,,,L602757,G602789,
2023-12-04,Nepal,,Tamor Khola 5 hydroelectric plant,,,38,No,38,0,,pre-construction,,,,Riverside Hydro Energy Company,,,,run-of-river,,27.5212,87.7964,approximate,Lelep Village,Phaktanglung Rural Municipality,Taplejung District,Province No. 1,Southern Asia,Asia,,,,,,,L602758,G602790,
2022-12-15,Nepal,,Thapa Khola hydroelectric plant,,,11,No,11,0,2,operating,,2017,,Mount Kailash Energy CO LTD,,,,run-of-river,Thapa Khola River,28.7253,83.6301,approximate,Tukuche Village,Mustang District,Dhawalagiri Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602762,G602794,
2023-11-29,Nepal,,Thulo Khola hydroelectric plant,,,21,No,21,0,,construction,,,,Samyukta Urja PVT LTD,,,,unknown,Rahughat River,28.5619,83.5333,approximate,Chimkhola Village,Myagdi District,Myagdi District,Gandaki Province,Southern Asia,Asia,,,,,,,L602763,G602795,
2023-11-29,Nepal,,Tiplyang Kaligandaki hydroelectric plant,,,58,No,58,0,,pre-construction,,,,Himalayan Infrastructure Fund; Tiplyang Kaligandaki Hydropower,,,,run-of-river,Kali Gandaki River,28.4581,83.6242,approximate,Dowa Village,Myagdi District,Dhaulagiri Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602766,G604883,
2023-12-04,Nepal,,Tom Dogar - Budhi Gandaki hydroelectric plant,,,43,No,43,0,,announced,,,,,,Tom Dogar Hydro PVT LTD,,run-of-river,Budhi Gandaki River,28.499,84.8628,approximate,Bihi Village,Gorkha District,Gandaki Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602767,G604886,
2022-12-15,Nepal,,Trishuli hydroelectric plant,,,24,No,24,0,6 x 3.5 MW; 1 x 3 MW,operating,,1967,,Nepal Electricity Authority (NEA),,,,run-of-river,Trishuli River,27.9464,85.1661,exact,Gerkhu,Nuwakot,,,Southern Asia,Asia,,,,,,,L602769,G602801,
2023-11-30,Nepal,,Upper Ankhu Khola hydroelectric plant,,,38,No,38,0,,construction,,2025,,,,Dhading Ankhu Khola Hydro PVT LTD,,unknown,Ankhu Khola River,28.1417,85.0292,approximate,Jharlang Village,Rubi Valley Rural Municipality,Dhading District,Bagmati Province,Southern Asia,Asia,,,,,,,L602770,G604906,
2022-12-15,Nepal,,Upper Balephi A hydroelectric plant,,,36,No,36,0,,operating,,2022,,Balephi Hydropower CO,,,,run-of-river,Balephi River,27.9229,85.7764,approximate,Golche Ward,Jugal Rural Municipality,Sindhupalchok District,Bagmati Province,Southern Asia,Asia,,,,,,,L602772,G602804,
2023-11-30,Nepal,,Upper Balephi hydroelectric plant,,Upper Balefhi,46,No,46,0,,pre-construction,,,,,,Upper Balephi Hydropower LTD,,run-of-river,,27.6528,85.3933,approximate,Selang Ward,Jugal Rural Municipality,Sindhupalchok District,Bagmati Province,Southern Asia,Asia,,,,,,,L602773,G602805,
2022-12-15,Nepal,,Upper Bhote Koshi hydroelectric plant,,Upper Bhotekoshi hydroelectric plant,45,No,45,0,2,operating,,2001,,,,BhoteKoshi Hydroelectric Power CO PVT LTD,,run-of-river,Bhotekoshi River,27.9281,85.9344,exact,Phulpingkatti,Sindhupalchowk,,,Southern Asia,Asia,,,,,,,L602775,G602807,
2023-11-30,Nepal,,Upper Brahmayeni hydroelectric plant,,,15,No,15,0,,pre-construction,,,,Integrated Hydrofund Nepal PVT LTD,,,,run-of-river,Nyamya Masai Khola River,28.0856,85.7775,approximate,Golche Ward,Jugal Rural Municipality,Sindhupalchok District,Bagmati Province,Southern Asia,Asia,,,,,,,L602776,G602808,
2022-12-15,Nepal,,Upper Chaku A hydroelectric plant,,,22,No,22,0,,operating,,2021,,Shiva Sri Hydropower PVT LTD,,,,run-of-river,Chaku Khola River,27.8669,85.9508,approximate,Phulping Katti Village,Sindhupalchok District,Bagmati Zone,Bagmati Province,Southern Asia,Asia,,,,,,,L602777,G602809,
2023-11-29,Nepal,,Upper Chameliya hydroelectric plant,,,40,No,40,0,3 x 14 MW,operating,,2023,,API Power CO PVT LTD,,,,run-of-river,Chameliya River,29.7424,80.7818,exact,Latinath,Darchula District (Nepal),,,Southern Asia,Asia,,,,,,,L602778,G604907,
2022-12-15,Nepal,,Upper Dordi A hydroelectric plant,,,25,No,25,0,2 x 12.5 MW,operating,,2022,,Liberty Energy Hydropower PVT LTD,,,,run-of-river,Dordi Khola River,28.2495,84.4835,exact,Dhodeni,Lamjung,,,Southern Asia,Asia,,,,,,,L602779,G602811,
2023-11-30,Nepal,,Upper Irkhuwa hydroelectric plant,,,15,No,15,0,,pre-construction,,,,Aarati Power CO LTD,,,,unknown,Irkhuwa Khola River,27.3938,87.045,approximate,Salpasilichho Rural Municipality,Bhojpur District,Bhojpur District,Province No. 1,Southern Asia,Asia,,,,,,,L602780,G602812,
2023-11-30,Nepal,,Upper Kabeli hydroelectric plant,,,23,No,23,0,,shelved,,,,Peace Energy CO PVT LTD,,,,run-of-river,Kabeli Khola River,27.2928,87.8308,exact,Sinam,Taplejung,,,Southern Asia,Asia,,,,,,,L602782,G604911,
2023-11-27,Nepal,,Upper Kalangad hydroelectric plant,,Upper Kalanga Gad,38,No,38,0,,operating,Kalanga Complex,2023,,Sanigad Hydro Private LTD,,,,run-of-river,Kalanga Gad River,29.6093,80.9153,approximate,Bungal Municipality,Bajhang District,Bajhang District,Sudurpashchim Province,Southern Asia,Asia,,,,,,,L602783,G604912,
2022-12-15,Nepal,,Upper Khimti hydroelectric plant,,Upallo Khimti hydroelectric plant,12,No,12,0,,operating,,2022,,Himalaya Urja Bikas CO PVT LTD,,,,unknown,Khimti Khola River,27.6916,86.3496,exact,Chuchure,Ramechhap,,,Southern Asia,Asia,,,,,,,L602785,G602817,
2023-11-30,Nepal,,Upper Khudi hydroelectric plant,,,21,No,21,0,,construction,,,,,,Super Khudi Hydropower CO PVT LTD,,run-of-river,,28.335,84.3272,approximate,Ghanpokhara Village,Lamjung District,Gandaki Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602786,G604913,
2023-11-29,Nepal,,Upper Lapche Khola hydroelectric plant,,,52,No,52,0,3,construction,,2027,,Energy Ventures PVT LTD,,,,run-of-river,Lapche Khola River,28.0826,86.1707,approximate,Lamabagar Village,Dolakha District,Janakpur Zone,Bagmati Province,Southern Asia,Asia,,,,,,,L602787,G602819,
2023-11-30,Nepal,,Upper Madi 0 hydroelectric plant,,,43,No,43,0,,pre-construction,,2026,,Annapurna Power CO PVT LTD,,,,run-of-river,Madi River,28.3958,84.1083,approximate,Parche Village,Kaski District,Gandaki Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602788,G602820,
2022-12-15,Nepal,,Upper Madi hydroelectric plant,,,25,No,25,0,2 x 12.5 MW,operating,,2016,,China International Water & Electric,,Madi Power PTV LTD,,unknown,Madi Khola River,28.2663,84.0821,exact,,Kaski,,,Southern Asia,Asia,,,,,,,L602789,G602821,
2022-12-15,Nepal,,Upper Mai hydroelectric plant,अपर माइ जलविद्युत आयोजना,Panchakanya Mai hydroelectric plant,12,No,12,0,2 x 6 MW,operating,,2017,,Mai Valley Hydropower LTD,,Mai Valley Hydropower LTD,,run-of-river,Mai Khola River,26.9727,87.9636,exact,Pyang,Ilam,,,Southern Asia,Asia,,,,,,,L602790,G602822,
2023-11-30,Nepal,,Upper Mailun Khola hydroelectric plant,,,14,No,14,0,,construction,,,,,,,,unknown,Mailung Khola River,28.1161,85.2001,approximate,Uttargaya Rural Municipality,Rasuwa District,Rasuwa District,Bagmati Province,Southern Asia,Asia,,,,,,,L602791,G604915,
2023-11-30,Nepal,,Upper Maiwa hydroelectric plant,,,18,No,18,0,,pre-construction,,,,Jaya Kumar Limbu,,,,run-of-river,Maiwa Khola River,27.3856,87.535,approximate,Sanghu Village,Taplejung District,Taplejung District,Province No. 1,Southern Asia,Asia,,,,,,,L602792,G602824,
2022-12-15,Nepal,,Upper Marsyangdi A hydroelectric plant,,,50,No,50,0,2 x 25 MW,operating,,2016,,Sino Hydro Sagarmatha Power,,,,run-of-river,Marsyangdi River,28.3049,84.384,approximate,Khudi Village,Lamjung District,Gandaki Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602795,G602827,
2023-11-30,Nepal,,Upper Modi A hydroelectric plant,,,42,No,42,0,,construction,Upper Modi Complex,2025,,Hydroelectricity Investment and Development CO LTD (HIDCL),,,,unknown,,28.3675,83.8074,approximate,Ghandruk Village,Kaski District,Gandaki Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602796,G604916,
2023-11-30,Nepal,,Upper Modi Cascade hydroelectric plant,,,18,No,18,0,2 x 9.1 MW,construction,Upper Modi Complex,2025,,Nepal Electricity Authority (NEA),,Modi Jalvidyut,,run-of-river,Modi Khola River,28.3274,83.7849,approximate,Dangsing Village,Kaski District,Gandaki Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602797,G604917,
2023-11-29,Nepal,,Upper Myagdi hydroelectric plant,,,37,No,37,0,,construction,,,,Hydro Empire LTD,,,,unknown,Myagdi Khola River,28.5378,83.3764,approximate,Mudi Village,Myagdi District,Dhaulagiri Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602799,G602831,
2023-11-29,Nepal,,Upper Myagdi I hydroelectric plant,,,54,No,54,0,,construction,,,,,,Upper Myagdi Hydropower PVT LTD,,run-of-river,Myagdi River,28.4889,83.3653,approximate,Marang Village,Myagdi District,Dhaulagiri Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602800,G602832,
2023-11-30,Nepal,,Upper Nyasim Khola hydroelectric plant,,,43,No,43,0,3,construction,,,,Sindhu Jwala Hydropower CO LTD,,,,run-of-river,,28.0056,85.8278,approximate,Gloche Village,Sindhupalchok District,Bagmati Zone,Bagmati Province,Southern Asia,Asia,,,,,,,L602801,G604919,
2023-11-29,Nepal,,Upper Rahughat hydroelectric plant,,,48,No,48,0,,construction,,,,Tundi Power CO PVT LTD,,,,unknown,Rahughat River,28.3841,84.0363,approximate,Ward 7,Chimkhola Village,Myagdi District,Gandaki Province,Southern Asia,Asia,,,,,,,L602802,G602834,
2023-11-29,Nepal,,Upper Sanjen hydroelectric plant,,,15,No,15,0,,operating,,2023,,Chilime Hydropower CO LTD (CHPCL) [39%]; Nepal Electricity Authority (NEA) [10.36%]; DDC and 18 VDCs of Rasuwa District [1.28%],,Sanjen Jalavidhyut CO LTD (SJCL),,run-of-river,Sanjen Khola River,28.2341,85.2871,exact,,Rasuwa,,,Southern Asia,Asia,,,,,,,L602803,G604920,
2023-11-29,Nepal,,Upper Sankhuwa Khola hydroelectric plant,,,40,No,40,0,,pre-construction,,,,Happy Energy PVT LTD,,,,run-of-river,,27.5431,87.0451,approximate,Tamku Village,Sankhuwasabha District,Kosi Zone,Province No. 1,Southern Asia,Asia,,,,,,,L602804,G604921,
2023-11-29,Nepal,,Upper Seti 1 hydroelectric plant,,,13,No,13,0,,pre-construction,,2026,,Shrestha Energy Solution PVT LTD,,,,run-of-river,Seti Khola River,28.2127,83.9812,approximate,Ward No 2,Machhapuchchhre Rural Municipality,Kaski District,Gandaki Province,Southern Asia,Asia,,,,,,,L602805,G602837,
2023-11-29,Nepal,,Upper Seti hydroelectric plant,,,20,No,20,0,3 x 6.82 MW,pre-construction,,,,,,Upper Seti Hydro PVT LTD,,run-of-river,Seti River,28.4231,83.9904,approximate,Sardikhola Village,Kaski District,Gandaki Zone,Gandaki Province,Southern Asia,Asia,,,,,,,L602806,G602838,
2023-11-28,Nepal,,Upper Solu Khola hydroelectric plant,,,20,No,20,0,,operating,,2023,,Beni Hydropower Project,,,,run-of-river,,27.535,86.5814,approximate,Salleri Town,Solududhkunda Municipality,Solukhumbu District,Province No. 1,Southern Asia,Asia,,,,,,,L602807,G604923,
2023-11-30,Nepal,,Upper Tamor A hydroelectric plant,,,72,No,72,0,,pre-construction,,2026,,Union Hydropower Public LTD,,,,run-of-river,Tamor River,27.6819,87.7701,approximate,Olangchung Gola Village,Phaktanglung Rural Municipality,Taplejung District,Province No. 1,Southern Asia,Asia,,,,,,,L602809,G602841,
2022-12-15,Nepal,,Upper Trishuli 3A hydroelectric plant,,,60,No,60,0,,operating,,2019,,Nepal Electricity Authority (NEA),,,,run-of-river,Trishuli River,28.0258,85.1872,exact,,Rasuwa,,,Southern Asia,Asia,,,,,,,L602813,G602845,
2023-11-17,Nepal,,Upper Trishuli 3B hydroelectric plant,,,37,No,37,0,2 x 18.5 MW,construction,,,,Nepal Electricity Authority (NEA),,Trishuli Hydropower CO LTD,,run-of-river,Trishuli River,27.996,85.1836,exact,Manakamana,Nuwakot,,,Southern Asia,Asia,,,,,,,L602814,G602846,
2023-01-19,Pakistan,,Khan Khawar hydroelectric plant,,,72,No,72,0,2,operating,,2012,,Pakistan Water and Power Development Authority; China Three Gorges CORP (CTG),,,,conventional storage,Khan Khwar River,34.9028,72.8075,exact,,Shangla,Shangla District,Khyber Pakhtunkhwa,Southern Asia,Asia,,,,,,,L603028,G603061,
2023-10-12,Paraguay,,Acaray hydroelectric plant,Central Hidroeléctrica Acaray,,48,No,48,0,2,pre-construction,,2028,,Administración Nacional de Electricidad (ANDE),,,,conventional storage,Río Acaray,-25.4591,-54.6289,exact,,,,Alto Paraná,Latin America and the Caribbean,Americas,,,,,,,L604157,G604197,
2023-12-12,Philippines,,Ilaguen B hydroelectric plant,,,19,No,19,0,,pre-construction,,,,,,,,run-of-river,,16.7457,121.9869,approximate,San Mariano,Isabela,Cagayan Valley,Luzon,South-eastern Asia,Asia,,,,,,,L603156,G603191,
2023-01-27,Sri Lanka,,Kukule Ganga hydroelectric plant,,,70,No,70,0,2 x 35 MW,operating,,2003,,Ceylon Electricity Board (CEB),,,,run-of-river,Kukule River,6.6038,80.2846,exact,,Palinda-Nuwara (Baduraliya) DS Division,Kalutara District,Western Province,Southern Asia,Asia,,,,,,,L603401,G603436,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
